anio,id_region,region,renta_media_hogar,renta_media_hogar_unidad,pbi_per_capita,pbi_per_capita_unidad,densidad_pobl,densidad_pobl_unidad
2009-01-01,ES70,Canarias,13000,EUR_HAB,19400,EUR_HAB,273.3,PER_KM2
2010-01-01,ES70,Canarias,13000,EUR_HAB,19400,EUR_HAB,276,PER_KM2
2011-01-01,ES70,Canarias,13000,EUR_HAB,19100,EUR_HAB,278.7,PER_KM2
2012-01-01,ES70,Canarias,12200,EUR_HAB,18300,EUR_HAB,281.4,PER_KM2
2013-01-01,ES70,Canarias,12200,EUR_HAB,18200,EUR_HAB,283.3,PER_KM2
2014-01-01,ES70,Canarias,12300,EUR_HAB,18300,EUR_HAB,284.9,PER_KM2
2015-01-01,ES70,Canarias,12800,EUR_HAB,18900,EUR_HAB,286.3,PER_KM2
2016-01-01,ES70,Canarias,13200,EUR_HAB,19500,EUR_HAB,289.1,PER_KM2
2017-01-01,ES70,Canarias,13800,EUR_HAB,20300,EUR_HAB,291.8,PER_KM2
2018-01-01,ES70,Canarias,14100,EUR_HAB,20900,EUR_HAB,295.3,PER_KM2
2019-01-01,ES70,Canarias,14700,EUR_HAB,21200,EUR_HAB,299.4,PER_KM2
2020-01-01,ES70,Canarias,12700,EUR_HAB,17200,EUR_HAB,299.4,PER_KM2
2021-01-01,ES70,Canarias,13800,EUR_HAB,19000,EUR_HAB,301.9,PER_KM2
2022-01-01,ES70,Canarias,15400,EUR_HAB,22100,EUR_HAB,296.3,PER_KM2
2023-01-01,ES70,Canarias,NA,EUR_HAB,24300,EUR_HAB,299.9,PER_KM2
