pais,region,tramo,anio,ent_nr,ent_brth_nr,ent_dth_nr,ent_srvl_y3_nr,emp_nr,sal_nr,emp_brth_nr,sal_brth_nr,emp_dth_nr,sal_dth_nr,emp_srvl_y3_nr,emp_srvl_ybrth_y3_nr,grw_ent_pc,ent_brthr_dthr_pc,ent_brthr_pc,ent_brth_pp_pc,ent_dthr_pc,ent_dth_pp_pc,ent_srvlr_brth_y3_pc,ent_srvlr_y3_pc,emp_brthr_pc,ent_brth_empsize_nr,sal_emp_brthr_pc,emp_dthr_pc,ent_dth_empsize_nr,grw_emp_srvl_y3_pc,emp_srvlr_y3_pc,ent_srvl_empsize_y3_nr
Spain,COMUNIDAD DE MADRID,+10,2014,22846,393,NA,254,2455914,2452900,7002,6936,NA,NA,5220,4638,1.04,NA,1.72,0.75,NA,NA,75.82,1.11,0.29,17.82,99.06,NA,NA,12.55,0.21,20.55
Spain,COMUNIDAD DE MADRID,+10,2016,24638,338,319,269,2612811,2609587,6393,6336,5588,5533,5550,4555,NA,2.67,1.37,0.6,1.29,0.69,80.78,1.09,0.24,18.91,99.11,0.21,17.52,21.84,0.21,20.63
Spain,COMUNIDAD DE MADRID,+10,2017,26011,374,323,308,2766633,2763254,6357,6296,5941,5889,6501,4989,5.57,2.68,1.44,0.66,1.24,0.71,78.37,1.18,0.23,17,99.04,0.21,18.39,30.31,0.23,21.11
Spain,COMUNIDAD DE MADRID,+10,2018,25619,411,375,298,2879997,2873626,8128,8057,8666,8605,6849,4971,-1.51,3.07,1.6,0.65,1.46,0.79,NA,1.16,0.28,19.78,99.13,0.3,23.11,37.78,0.24,22.98
Spain,COMUNIDAD DE MADRID,+10,2019,26255,380,377,272,3026250,3019102,7465,7351,7053,6986,15741,5379,2.48,2.88,1.45,0.62,1.44,0.77,80.47,1.04,0.25,19.64,98.47,0.23,18.71,192.64,0.52,57.87
Spain,COMUNIDAD DE MADRID,+10,2020,24395,242,NA,302,2915502,2908584,5297,5256,NA,NA,8801,5117,-7.08,NA,0.99,0.54,NA,NA,80.75,1.24,0.18,21.89,99.23,NA,NA,72,0.3,29.14
Spain,Comunidad de Madrid,+10,2008,29273,370,362,449,2749038,2745367,8201,8144,6232,6167,8828,8051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Comunidad de Madrid,+10,2009,26555,312,487,451,2572532,2569262,5602,5557,8058,7973,8842,8540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Comunidad de Madrid,+10,2010,25647,360,NA,413,2516575,2513457,6239,6184,NA,NA,6985,7243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Comunidad de Madrid,+10,2011,24596,335,365,291,2514263,2511285,6069,6014,5932,5868,8248,6968,NA,2.85,1.36,0.78,1.48,NA,NA,1.18,0.24,18.12,99.09,0.24,16.25,18.37,0.33,28.34
Spain,Comunidad de Madrid,+10,2012,23308,343,406,254,2396779,2393942,5828,5770,6924,6857,5347,4670,-5.24,3.21,1.47,0.84,1.74,NA,NA,1.09,0.24,16.99,99,0.29,17.05,14.5,0.22,21.05
Spain,Comunidad de Madrid,+10,2013,22610,333,417,276,2414470,2411614,5656,5602,7966,7893,5934,4833,-2.99,3.32,1.47,0.76,1.84,NA,NA,1.22,0.23,16.98,99.05,0.33,19.1,22.78,0.25,21.5
Spain,Comunidad de Madrid,+10,2014,22846,393,NA,254,2455914,2452900,7002,6936,NA,NA,5220,4638,1.04,NA,1.72,0.75,NA,NA,75.82,1.11,0.29,17.82,99.06,NA,NA,12.55,0.21,20.55
Spain,Comunidad de Madrid,+10,2016,24638,338,319,269,2612811,2609587,6393,6336,5588,5533,5550,4555,NA,2.67,1.37,0.6,1.29,0.69,80.78,1.09,0.24,18.91,99.11,0.21,17.52,21.84,0.21,20.63
Spain,Comunidad de Madrid,+10,2017,26011,374,323,308,2766633,2763254,6357,6296,5941,5889,6501,4989,5.57,2.68,1.44,0.66,1.24,0.71,78.37,1.18,0.23,17,99.04,0.21,18.39,30.31,0.23,21.11
Spain,Comunidad de Madrid,+10,2018,25619,411,375,298,2879997,2873626,8128,8057,8666,8605,6849,4971,-1.51,3.07,1.6,0.65,1.46,0.79,NA,1.16,0.28,19.78,99.13,0.3,23.11,37.78,0.24,22.98
Spain,Comunidad de Madrid,+10,2019,26255,380,377,272,3026250,3019102,7465,7351,7053,6986,15741,5379,2.48,2.88,1.45,0.62,1.44,0.77,80.47,1.04,0.25,19.64,98.47,0.23,18.71,192.64,0.52,57.87
Spain,Comunidad de Madrid,+10,2020,24395,242,NA,302,2915502,2908584,5297,5256,NA,NA,8801,5117,-7.08,NA,0.99,0.54,NA,NA,80.75,1.24,0.18,21.89,99.23,NA,NA,72,0.3,29.14
Spain,Madrid,+10,2008,29273,370,362,449,2749038,2745367,8201,8144,6232,6167,8828,8051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Madrid,+10,2009,26555,312,487,451,2572532,2569262,5602,5557,8058,7973,8842,8540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Madrid,+10,2010,25647,360,NA,413,2516575,2513457,6239,6184,NA,NA,6985,7243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Madrid,+10,2011,24596,335,365,291,2514263,2511285,6069,6014,5932,5868,8248,6968,NA,2.85,1.36,0.78,1.48,NA,NA,1.18,0.24,18.12,99.09,0.24,16.25,18.37,0.33,28.34
Spain,Madrid,+10,2012,23308,343,406,254,2396779,2393942,5828,5770,6924,6857,5347,4670,-5.24,3.21,1.47,0.84,1.74,NA,NA,1.09,0.24,16.99,99,0.29,17.05,14.5,0.22,21.05
Spain,Madrid,+10,2013,22610,333,417,276,2414470,2411614,5656,5602,7966,7893,5934,4833,-2.99,3.32,1.47,0.76,1.84,NA,NA,1.22,0.23,16.98,99.05,0.33,19.1,22.78,0.25,21.5
Spain,Madrid,+10,2014,22846,393,NA,254,2455914,2452900,7002,6936,NA,NA,5220,4638,1.04,NA,1.72,0.75,NA,NA,75.82,1.11,0.29,17.82,99.06,NA,NA,12.55,0.21,20.55
Spain,Madrid,+10,2016,24638,338,319,269,2612811,2609587,6393,6336,5588,5533,5550,4555,NA,2.67,1.37,0.6,1.29,0.69,80.78,1.09,0.24,18.91,99.11,0.21,17.52,21.84,0.21,20.63
Spain,Madrid,+10,2017,26011,374,323,308,2766633,2763254,6357,6296,5941,5889,6501,4989,5.57,2.68,1.44,0.66,1.24,0.71,78.37,1.18,0.23,17,99.04,0.21,18.39,30.31,0.23,21.11
Spain,Madrid,+10,2018,25619,411,375,298,2879997,2873626,8128,8057,8666,8605,6849,4971,-1.51,3.07,1.6,0.65,1.46,0.79,NA,1.16,0.28,19.78,99.13,0.3,23.11,37.78,0.24,22.98
Spain,Madrid,+10,2019,26255,380,377,272,3026250,3019102,7465,7351,7053,6986,15741,5379,2.48,2.88,1.45,0.62,1.44,0.77,80.47,1.04,0.25,19.64,98.47,0.23,18.71,192.64,0.52,57.87
Spain,Madrid,+10,2020,24395,242,NA,302,2915502,2908584,5297,5256,NA,NA,8801,5117,-7.08,NA,0.99,0.54,NA,NA,80.75,1.24,0.18,21.89,99.23,NA,NA,72,0.3,29.14
Spain,CENTRO (ES),+10,2011,13402,160,244,186,469133,466550,2504,2474,4163,4111,2491,2932,NA,3.01,1.19,0.56,1.82,NA,NA,1.39,0.53,15.65,98.8,0.89,17.06,-15.04,0.53,13.39
Spain,CENTRO (ES),+10,2012,12234,151,294,154,432199,429826,2370,2345,5272,5208,2139,2298,-8.72,3.64,1.23,0.53,2.4,NA,NA,1.26,0.55,15.7,98.95,1.22,17.93,-6.92,0.49,13.89
Spain,CENTRO (ES),+10,2013,11352,137,287,120,418457,416186,2101,2074,5322,5259,1784,2321,-7.21,3.74,1.21,0.46,2.53,NA,NA,1.06,0.5,15.34,98.71,1.27,18.54,-23.14,0.43,14.87
Spain,CENTRO (ES),+10,2014,11417,154,NA,114,420344,418018,2550,2522,NA,NA,1597,1797,0.57,NA,1.35,0.44,NA,NA,71.25,1,0.61,16.56,98.9,NA,NA,-11.13,0.38,14.01
Spain,CENTRO (ES),+10,2016,12336,150,194,107,467068,464607,2509,2482,3121,3078,1687,1685,NA,2.79,1.22,0.45,1.57,0.6,78.1,0.87,0.54,16.73,98.92,0.67,16.09,0.12,0.36,15.77
Spain,CENTRO (ES),+10,2017,12930,157,178,123,501322,498763,2660,2628,3077,3037,2857,2040,4.82,2.59,1.21,0.52,1.38,0.63,79.87,0.95,0.53,16.94,98.8,0.61,17.29,40.05,0.57,23.23
Spain,CENTRO (ES),+10,2018,13290,167,174,122,485132,481988,3017,2985,2815,2776,3061,2020,2.78,2.57,1.26,0.49,1.31,0.61,NA,0.92,0.62,18.07,98.94,0.58,16.18,51.53,0.63,25.09
Spain,CENTRO (ES),+10,2019,13685,172,212,126,502951,499572,3663,3631,4132,4087,2594,2166,2.97,2.81,1.26,0.54,1.55,0.67,84,0.92,0.73,21.3,99.13,0.82,19.49,19.76,0.52,20.59
Spain,CENTRO (ES),+10,2020,12832,97,NA,120,472284,469059,1852,1834,NA,NA,1652,1810,-6.23,NA,0.76,0.41,NA,NA,76.43,0.94,0.39,19.09,99.03,NA,NA,-8.73,0.35,13.77
Spain,Castilla y León,+10,2008,8001,93,123,NA,301076,299586,1553,1537,2058,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Castilla y León,+10,2009,7072,78,149,121,282123,280818,1180,1166,2706,2675,1802,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Castilla y León,+10,2010,6613,63,NA,128,264186,262987,1221,1212,NA,NA,2138,2266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Castilla y León,+10,2011,6161,67,87,78,241650,240520,951,938,1402,1385,1255,1249,NA,2.5,1.09,0.54,1.41,NA,NA,1.27,0.39,14.19,98.63,0.58,16.11,0.48,0.52,16.09
Spain,Castilla y León,+10,2012,5722,58,132,62,225917,224863,884,874,2462,2430,1140,939,-7.13,3.32,1.01,0.5,2.31,NA,NA,1.08,0.39,15.24,98.87,1.09,18.65,21.41,0.5,18.39
Spain,Castilla y León,+10,2013,5330,56,115,44,224202,223186,796,787,2465,2441,631,908,-6.85,3.21,1.05,0.45,2.16,NA,NA,0.83,0.36,14.21,98.87,1.1,21.43,-30.51,0.28,14.34
Spain,Castilla y León,+10,2014,5290,49,NA,51,221625,220604,887,880,NA,NA,648,730,-0.75,NA,0.93,0.34,NA,NA,76.12,0.96,0.4,18.1,99.21,NA,NA,-11.23,0.29,12.71
Spain,Castilla y León,+10,2016,5598,49,77,44,239481,238419,833,825,1132,1113,683,641,NA,2.25,0.88,0.36,1.38,0.57,78.57,0.79,0.35,17,99.04,0.47,14.7,6.55,0.29,15.52
Spain,Castilla y León,+10,2017,5849,61,71,39,254043,252951,1093,1080,1192,1180,1294,690,4.48,2.26,1.04,0.5,1.21,0.6,79.59,0.67,0.43,17.92,98.81,0.47,16.79,87.54,0.51,33.18
Spain,Castilla y León,+10,2018,5900,62,54,45,226158,224779,1026,1016,758,746,937,604,0.87,1.97,1.05,0.46,0.92,0.45,NA,0.76,0.45,16.55,99.03,0.34,14.04,55.13,0.41,20.82
Spain,Castilla y León,+10,2019,6053,61,81,45,231691,230197,1846,1833,1950,1936,881,783,2.59,2.35,1.01,0.47,1.34,0.59,91.84,0.74,0.8,30.26,99.3,0.84,24.07,12.52,0.38,19.58
Spain,Castilla y León,+10,2020,5607,29,NA,51,209266,207874,744,740,NA,NA,601,719,-7.37,NA,0.52,0.3,NA,NA,83.61,0.91,0.36,25.66,99.46,NA,NA,-16.41,0.29,11.78
Spain,Ávila,+10,2008,373,NA,11,NA,10549,10486,NA,NA,175,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ávila,+10,2009,346,NA,12,6,14106,14050,NA,NA,202,200,117,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ávila,+10,2010,301,NA,NA,14,7530,7480,NA,NA,NA,NA,341,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ávila,+10,2011,262,7,6,NA,5731,5688,93,92,76,74,NA,NA,NA,4.96,2.67,0.77,2.29,NA,NA,NA,1.62,13.29,98.92,1.33,12.67,NA,NA,NA
Spain,Ávila,+10,2012,242,NA,NA,0,5434,5396,NA,NA,NA,NA,0,0,-7.63,NA,NA,0.14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
Spain,Ávila,+10,2013,229,NA,NA,NA,4911,4873,NA,NA,NA,NA,NA,NA,-5.37,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ávila,+10,2014,233,NA,NA,6,4982,4947,NA,NA,NA,NA,49,81,1.75,NA,NA,0.51,NA,NA,NA,2.58,NA,NA,NA,NA,NA,-39.51,0.98,8.17
Spain,Ávila,+10,2016,244,NA,NA,NA,5444,5406,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ávila,+10,2017,258,NA,NA,NA,6918,6881,NA,NA,NA,NA,NA,NA,5.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ávila,+10,2018,266,NA,NA,NA,8236,8192,NA,NA,NA,NA,NA,NA,3.1,NA,NA,0.11,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA
Spain,Ávila,+10,2019,266,NA,7,NA,8378,8334,NA,NA,114,113,NA,NA,0,NA,NA,0.23,2.63,0.87,NA,NA,0.81,NA,NA,1.36,16.29,NA,NA,NA
Spain,Ávila,+10,2020,260,NA,NA,NA,7899,7856,NA,NA,NA,NA,NA,NA,-2.26,NA,NA,0.45,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA
Spain,Burgos,+10,2008,1415,12,20,22,54164,53873,259,257,300,294,562,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Burgos,+10,2009,1253,10,29,28,48528,48269,159,157,557,552,444,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Burgos,+10,2010,1205,12,NA,22,47340,47100,173,171,NA,NA,391,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Burgos,+10,2011,1147,11,13,11,41283,41050,170,168,244,241,262,239,NA,2.09,0.96,0.62,1.13,NA,NA,0.96,0.41,15.45,98.82,0.59,18.77,9.62,0.63,23.82
Spain,Burgos,+10,2012,1062,NA,20,10,40197,39979,NA,NA,305,300,107,159,-7.41,NA,NA,0.18,1.88,NA,NA,0.94,NA,NA,NA,0.76,15.25,-32.7,0.27,10.7
Spain,Burgos,+10,2013,996,13,21,8,37251,37040,177,175,376,371,175,118,-6.21,3.41,1.31,0.82,2.11,NA,NA,0.8,0.48,13.62,98.87,1.01,17.9,48.31,0.47,21.88
Spain,Burgos,+10,2014,982,9,NA,6,37829,37612,133,132,NA,NA,74,93,-1.41,NA,0.92,0.44,NA,NA,54.55,0.61,0.35,14.78,99.25,NA,NA,-20.43,0.2,12.33
Spain,Burgos,+10,2016,1050,10,13,12,41655,41429,176,175,185,181,158,163,NA,2.19,0.95,0.42,1.24,0.57,92.31,1.14,0.42,17.6,99.43,0.44,14.23,-3.07,0.38,13.17
Spain,Burgos,+10,2017,1072,9,14,7,43692,43461,114,113,194,192,124,100,2.1,2.15,0.84,0.52,1.31,0.86,77.78,0.65,0.26,12.67,99.12,0.44,13.86,24,0.28,17.71
Spain,Burgos,+10,2018,1059,6,9,15,41689,41407,77,76,145,143,196,206,-1.21,1.42,0.57,0.31,0.85,0.53,NA,1.42,0.18,12.83,98.7,0.35,16.11,-4.85,0.47,13.07
Spain,Burgos,+10,2019,1074,9,14,8,42540,42184,161,159,249,246,142,151,1.42,2.14,0.84,0.47,1.3,0.65,80,0.74,0.38,17.89,98.76,0.59,17.79,-5.96,0.33,17.75
Spain,Burgos,+10,2020,1019,NA,NA,9,39704,39399,NA,NA,NA,NA,100,114,-5.12,NA,NA,0.22,NA,NA,100,0.88,0.17,NA,NA,NA,NA,-12.28,0.25,11.11
Spain,León,+10,2008,1494,18,20,32,51709,51445,243,239,336,333,516,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,León,+10,2009,1284,15,38,23,52474,52246,194,192,706,700,318,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,León,+10,2010,1199,13,NA,23,48737,48530,371,369,NA,NA,691,646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,León,+10,2011,1096,12,18,16,42510,42315,163,161,320,316,254,217,NA,2.74,1.09,0.48,1.64,NA,NA,1.46,0.38,13.58,98.77,0.75,17.78,17.05,0.6,15.88
Spain,León,+10,2012,1028,11,26,9,36067,35887,160,158,445,439,204,114,-6.2,3.6,1.07,0.47,2.53,NA,NA,0.88,0.44,14.55,98.75,1.23,17.12,78.95,0.57,22.67
Spain,León,+10,2013,951,11,23,9,33791,33620,160,158,435,432,68,323,-7.49,3.58,1.16,0.42,2.42,NA,NA,0.95,0.47,14.55,98.75,1.29,18.91,-78.95,0.2,7.56
Spain,León,+10,2014,907,11,NA,12,32576,32416,271,270,NA,NA,123,163,-4.63,NA,1.21,0.36,NA,NA,100,1.32,0.83,24.64,99.63,NA,NA,-24.54,0.38,10.25
Spain,León,+10,2016,954,10,13,9,36877,36711,128,126,229,227,166,130,NA,2.41,1.05,0.36,1.36,0.43,81.82,0.94,0.35,12.8,98.44,0.62,17.62,27.69,0.45,18.44
Spain,León,+10,2017,1003,16,17,9,40197,40030,207,204,253,250,674,205,5.14,3.29,1.6,0.62,1.69,0.7,81.82,0.9,0.51,12.94,98.55,0.63,14.88,228.78,1.68,74.89
Spain,León,+10,2018,1006,14,NA,9,35157,34946,203,200,NA,NA,188,123,0.3,NA,1.39,0.51,NA,NA,NA,0.89,0.58,14.5,98.52,NA,NA,52.85,0.53,20.89
Spain,León,+10,2019,1061,9,14,10,39062,38839,189,187,255,253,103,128,5.47,2.17,0.85,0.34,1.32,0.49,100,0.94,0.48,21,98.94,0.65,18.21,-19.53,0.26,10.3
Spain,León,+10,2020,960,NA,NA,12,35095,34874,NA,NA,NA,NA,155,155,-9.52,NA,NA,0.22,NA,NA,75,1.25,0.15,NA,NA,NA,NA,0,0.44,12.92
Spain,Palencia,+10,2008,434,NA,7,9,15652,15568,NA,NA,96,92,102,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Palencia,+10,2009,393,NA,NA,8,14806,14734,NA,NA,NA,NA,146,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Palencia,+10,2010,374,NA,NA,6,13923,13853,NA,NA,NA,NA,43,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Palencia,+10,2011,347,NA,NA,NA,13100,13034,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Palencia,+10,2012,322,6,10,0,12759,12699,80,79,120,118,0,0,-7.2,4.97,1.86,0.94,3.11,NA,NA,0,0.63,13.33,98.75,0.94,12,NA,0,NA
Spain,Palencia,+10,2013,297,NA,8,NA,13527,13463,NA,NA,102,100,NA,NA,-7.76,NA,NA,0.37,2.69,NA,NA,NA,NA,NA,NA,0.75,12.75,NA,NA,NA
Spain,Palencia,+10,2014,286,NA,NA,NA,11587,11528,NA,NA,NA,NA,NA,NA,-3.7,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Palencia,+10,2016,299,NA,NA,NA,11390,11330,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Palencia,+10,2017,331,NA,10,NA,13022,12954,NA,NA,149,148,NA,NA,10.7,NA,NA,NA,3.02,1.43,NA,NA,NA,NA,NA,1.14,14.9,NA,NA,NA
Spain,Palencia,+10,2018,332,NA,NA,NA,14733,14627,NA,NA,NA,NA,NA,NA,0.3,NA,NA,0.43,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA
Spain,Palencia,+10,2019,336,NA,NA,NA,13905,13796,NA,NA,NA,NA,NA,NA,1.2,NA,NA,0.45,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA
Spain,Palencia,+10,2020,300,NA,NA,NA,12903,12815,NA,NA,NA,NA,NA,NA,-10.71,NA,NA,0.18,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA
Spain,Salamanca,+10,2008,1088,15,13,12,40637,40428,196,194,228,224,186,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Salamanca,+10,2009,950,12,14,14,36102,35927,184,182,248,244,185,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Salamanca,+10,2010,875,7,NA,11,33175,33013,92,91,NA,NA,109,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Salamanca,+10,2011,810,10,11,13,29349,29199,136,133,166,164,160,174,NA,2.59,1.23,0.57,1.36,NA,NA,1.6,0.46,13.6,97.79,0.57,15.09,-8.05,0.55,12.31
Spain,Salamanca,+10,2012,776,7,17,9,27942,27793,92,91,242,236,74,149,-4.2,3.09,0.9,0.4,2.19,NA,NA,1.16,0.33,13.14,98.91,0.87,14.24,-50.34,0.26,8.22
Spain,Salamanca,+10,2013,723,8,10,NA,25904,25770,109,108,186,184,NA,NA,-6.83,2.49,1.11,0.43,1.38,NA,NA,NA,0.42,13.63,99.08,0.72,18.6,NA,NA,NA
Spain,Salamanca,+10,2014,721,NA,NA,6,26069,25932,NA,NA,NA,NA,58,83,-0.28,NA,NA,0.26,NA,NA,NA,0.83,NA,NA,NA,NA,NA,-30.12,0.22,9.67
Spain,Salamanca,+10,2016,768,NA,11,NA,28709,28563,NA,NA,149,146,NA,NA,NA,NA,NA,0.27,1.43,0.62,NA,NA,NA,NA,NA,0.52,13.55,NA,NA,NA
Spain,Salamanca,+10,2017,799,7,NA,NA,31451,31304,210,209,NA,NA,NA,NA,4.04,NA,0.88,0.4,NA,NA,NA,NA,0.67,30,99.52,NA,NA,NA,NA,NA
Spain,Salamanca,+10,2018,824,15,12,NA,25886,25708,217,215,154,151,NA,NA,3.13,3.28,1.82,0.72,1.46,0.69,NA,NA,0.84,14.47,99.08,0.59,12.83,NA,NA,NA
Spain,Salamanca,+10,2019,857,11,7,NA,26974,26794,242,241,269,268,NA,NA,4,2.1,1.28,0.6,0.82,0.38,NA,NA,0.9,22,99.59,1,38.43,NA,NA,NA
Spain,Salamanca,+10,2020,783,NA,NA,NA,24636,24458,NA,NA,NA,NA,NA,NA,-8.63,NA,NA,0.38,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA
Spain,Segovia,+10,2008,532,NA,NA,8,14700,14587,NA,NA,NA,NA,239,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Segovia,+10,2009,457,NA,NA,6,12984,12885,NA,NA,NA,NA,75,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Segovia,+10,2010,427,6,NA,7,12592,12499,89,88,NA,NA,77,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Segovia,+10,2011,412,NA,NA,NA,11887,11802,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Segovia,+10,2012,372,NA,NA,NA,11275,11199,NA,NA,NA,NA,NA,NA,-9.71,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Segovia,+10,2013,333,NA,NA,6,10300,10227,NA,NA,NA,NA,63,89,-10.48,NA,NA,0.47,NA,NA,NA,1.8,NA,NA,NA,NA,NA,-29.21,0.61,10.5
Spain,Segovia,+10,2014,340,0,NA,NA,10598,10522,0,0,NA,NA,NA,NA,2.1,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Spain,Segovia,+10,2016,372,NA,NA,NA,12242,12158,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Segovia,+10,2017,392,NA,NA,0,12943,12862,NA,NA,NA,NA,0,0,5.38,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA
Spain,Segovia,+10,2018,402,NA,NA,NA,12385,12284,NA,NA,NA,NA,NA,NA,2.55,NA,NA,0.44,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA
Spain,Segovia,+10,2019,422,NA,6,NA,14180,14068,NA,NA,130,129,NA,NA,4.98,NA,NA,0.55,1.42,0.7,NA,NA,0.67,NA,NA,0.92,21.67,NA,NA,NA
Spain,Segovia,+10,2020,382,0,NA,NA,12984,12876,0,0,NA,NA,NA,NA,-9.48,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Spain,Soria,+10,2008,313,NA,NA,NA,9924,9847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Soria,+10,2009,299,NA,NA,NA,9147,9082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Soria,+10,2010,287,NA,NA,6,8856,8795,NA,NA,NA,NA,51,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Soria,+10,2011,266,NA,NA,NA,8639,8579,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Soria,+10,2012,235,NA,NA,NA,7867,7813,NA,NA,NA,NA,NA,NA,-11.65,NA,NA,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Soria,+10,2013,245,NA,9,NA,7815,7760,NA,NA,538,536,NA,NA,4.26,NA,NA,0.23,3.67,NA,NA,NA,NA,NA,NA,6.88,59.78,NA,NA,NA
Spain,Soria,+10,2014,237,NA,NA,NA,8280,8224,NA,NA,NA,NA,NA,NA,-3.27,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Soria,+10,2016,257,6,NA,NA,10481,10423,201,200,NA,NA,NA,NA,NA,NA,2.33,1.36,NA,0.82,NA,NA,1.92,33.5,99.5,NA,NA,NA,NA,NA
