pais,region,tramo,anio,ent_nr,ent_brth_nr,ent_dth_nr,ent_srvl_y3_nr,emp_nr,sal_nr,emp_brth_nr,sal_brth_nr,emp_dth_nr,sal_dth_nr,emp_srvl_y3_nr,emp_srvl_ybrth_y3_nr,grw_ent_pc,ent_brthr_dthr_pc,ent_brthr_pc,ent_brth_pp_pc,ent_dthr_pc,ent_dth_pp_pc,ent_srvlr_brth_y3_pc,ent_srvlr_y3_pc,emp_brthr_pc,ent_brth_empsize_nr,sal_emp_brthr_pc,emp_dthr_pc,ent_dth_empsize_nr,grw_emp_srvl_y3_pc,emp_srvlr_y3_pc,ent_srvl_empsize_y3_nr
Spain,Almería,0,2018,26818,4149,3169,1915,26972,0,4088,0,3282,0,3139,1882,4.03,27.29,15.47,79.57,11.82,72.32,NA,7.14,15.16,0.99,0,12.17,1.04,66.79,11.64,1.64
Spain,Almería,0,2019,27087,4049,2899,1939,27374,0,4053,0,2997,0,3588,1939,1,25.65,14.95,80.32,10.7,70.48,51.96,7.16,14.81,1,0,10.95,1.03,85.04,13.11,1.85
Spain,Almería,0,2020,27337,3433,NA,1918,27440,0,3457,0,NA,NA,2929,1868,0.92,NA,12.56,81.33,NA,NA,52.9,7.02,12.6,1.01,0,NA,NA,56.8,10.67,1.53
Spain,Cádiz,0,2008,35645,4447,4086,2802,36378,0,4526,0,4308,0,5104,2708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Cádiz,0,2009,35876,4399,4587,2553,37585,0,4510,0,4860,0,4027,2440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Cádiz,0,2010,35394,4483,NA,2562,36989,0,4637,0,NA,NA,4607,2488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Cádiz,0,2011,35657,4885,5036,1973,37317,0,5071,0,5259,0,3294,1967,NA,27.82,13.7,75.92,14.12,NA,NA,5.53,13.59,1.04,0,14.09,1.04,67.46,8.83,1.67
Spain,Cádiz,0,2012,33630,4500,4686,2007,35184,0,4640,0,4998,0,3544,2030,-5.68,27.31,13.38,74.66,13.93,NA,NA,5.97,13.19,1.03,0,14.21,1.07,74.58,10.07,1.77
Spain,Cádiz,0,2013,32544,4551,4078,2058,33865,0,4696,0,4245,0,3567,2114,-3.23,26.51,13.98,73.5,12.53,NA,NA,6.32,13.87,1.03,0,12.54,1.04,68.73,10.53,1.73
Spain,Cádiz,0,2014,33680,5739,NA,2238,34967,0,5911,0,NA,NA,3566,2258,3.49,NA,17.04,78.86,NA,NA,45.81,6.64,16.9,1.03,0,NA,NA,57.93,10.2,1.59
Spain,Cádiz,0,2016,34936,5658,4173,2219,35574,0,5652,0,4427,0,3813,2226,NA,28.14,16.2,72.76,11.94,65.96,48.76,6.35,15.89,1,0,12.44,1.06,71.29,10.72,1.72
Spain,Cádiz,0,2017,34395,5030,3882,2647,34540,0,4942,0,3984,0,3444,2646,-1.55,25.91,14.62,73.36,11.29,63.24,46.12,7.7,14.31,0.98,0,11.53,1.03,30.16,9.97,1.3
Spain,Cádiz,0,2018,36196,6255,4257,2660,35774,0,6069,0,4312,0,5138,2622,5.24,29.04,17.28,76.09,11.76,65.96,NA,7.35,16.96,0.97,0,12.05,1.01,95.96,14.36,1.93
Spain,Cádiz,0,2019,37082,6095,4153,2808,36559,0,5933,0,4162,0,4957,2771,2.45,27.64,16.44,76.58,11.2,65.54,49.63,7.57,16.23,0.97,0,11.38,1,78.89,13.56,1.77
Spain,Cádiz,0,2020,37268,5067,NA,2548,36581,0,4963,0,NA,NA,4721,2459,0.5,NA,13.6,79.42,NA,NA,50.66,6.84,13.57,0.98,0,NA,NA,91.99,12.91,1.85
Spain,Córdoba,0,2008,28101,3273,2682,2210,29860,0,3438,0,2922,0,3840,2279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Córdoba,0,2009,28568,3107,3135,2103,31152,0,3272,0,3413,0,3270,2127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Córdoba,0,2010,28364,3200,NA,2101,30717,0,3318,0,NA,NA,3681,2186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Córdoba,0,2011,28336,3114,3317,1619,30756,0,3337,0,3536,0,2551,1699,NA,22.7,10.99,79.46,11.71,NA,NA,5.71,10.85,1.07,0,11.5,1.07,50.15,8.29,1.58
Spain,Córdoba,0,2012,27071,3193,3449,1530,29417,0,3358,0,3851,0,2553,1603,-4.46,24.54,11.79,78.28,12.74,NA,NA,5.65,11.42,1.05,0,13.09,1.12,59.26,8.68,1.67
Spain,Córdoba,0,2013,26697,3541,2971,1617,28810,0,3791,0,3231,0,2694,1667,-1.38,24.39,13.26,78.62,11.13,NA,NA,6.06,13.16,1.07,0,11.21,1.09,61.61,9.35,1.67
Spain,Córdoba,0,2014,27312,4078,NA,1525,29343,0,4315,0,NA,NA,2554,1580,2.3,NA,14.93,81.45,NA,NA,48.97,5.58,14.71,1.06,0,NA,NA,61.65,8.7,1.67
Spain,Córdoba,0,2016,28377,3977,2971,1806,29926,0,4064,0,3230,0,3182,1901,NA,24.48,14.01,78.88,10.47,70.35,51,6.36,13.58,1.02,0,10.79,1.09,67.39,10.63,1.76
Spain,Córdoba,0,2017,28062,3469,3040,2031,29216,0,3487,0,3198,0,2956,2135,-1.11,23.2,12.36,78.38,10.83,71.53,49.8,7.24,11.94,1.01,0,10.95,1.05,38.45,10.12,1.46
Spain,Córdoba,0,2018,29166,4450,3069,2021,30004,0,4449,0,3229,0,3145,2051,3.93,25.78,15.26,81.7,10.52,70.65,NA,6.93,14.83,1,0,10.76,1.05,53.34,10.48,1.56
Spain,Córdoba,0,2019,29489,4052,3101,2088,30311,0,4098,0,3220,0,3412,2104,1.11,24.26,13.74,81.83,10.52,70.98,52.5,7.08,13.52,1.01,0,10.62,1.04,62.17,11.26,1.63
Spain,Córdoba,0,2020,29067,3181,NA,1835,29675,0,3182,0,NA,NA,2923,1833,-1.43,NA,10.94,83.91,NA,NA,52.9,6.31,10.72,1,0,NA,NA,59.47,9.85,1.59
Spain,Granada,0,2008,36657,4077,4141,3126,37649,0,4115,0,4316,0,4888,3067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Granada,0,2009,36917,4175,4633,2766,39418,0,4304,0,4999,0,4391,2624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Granada,0,2010,36530,4411,NA,2444,38750,0,4486,0,NA,NA,3697,2412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Granada,0,2011,36604,4394,4882,1794,38877,0,4502,0,5173,0,2813,1755,NA,25.34,12,79.07,13.34,NA,NA,4.9,11.58,1.02,0,13.31,1.06,60.28,7.24,1.57
Spain,Granada,0,2012,34676,4484,4439,1864,36782,0,4625,0,4757,0,2953,1907,-5.27,25.73,12.93,79.76,12.8,NA,NA,5.38,12.57,1.03,0,12.93,1.07,54.85,8.03,1.58
Spain,Granada,0,2013,33630,4105,4137,2092,35556,0,4249,0,4344,0,3435,2076,-3.02,24.51,12.21,78.21,12.3,NA,NA,6.22,11.95,1.04,0,12.22,1.05,65.46,9.66,1.64
Spain,Granada,0,2014,34731,5645,NA,2071,36631,0,5841,0,NA,NA,3347,2077,3.27,NA,16.25,82.12,NA,NA,47.13,5.96,15.95,1.03,0,NA,NA,61.15,9.14,1.62
Spain,Granada,0,2016,36728,5576,3948,1953,38021,0,5595,0,4162,0,3276,1973,NA,25.93,15.18,79.52,10.75,71.07,47.58,5.32,14.72,1,0,10.95,1.05,66.04,8.62,1.68
Spain,Granada,0,2017,37189,5204,4086,2665,38117,0,5205,0,4246,0,3213,2717,1.26,24.98,13.99,79.61,10.99,71.26,47.21,7.17,13.66,1,0,11.14,1.04,18.26,8.43,1.21
Spain,Granada,0,2018,38951,6521,4686,2657,39405,0,6333,0,4794,0,4323,2661,4.74,28.77,16.74,81.59,12.03,73.56,NA,6.82,16.07,0.97,0,12.17,1.02,62.46,10.97,1.63
Spain,Granada,0,2019,39371,6010,4282,2795,39684,0,5853,0,4323,0,4430,2774,1.08,26.14,15.27,82.2,10.88,72.85,50.13,7.1,14.75,0.97,0,10.89,1.01,59.7,11.16,1.58
Spain,Granada,0,2020,39287,4921,NA,2578,39356,0,4835,0,NA,NA,4332,2566,-0.21,NA,12.53,85.3,NA,NA,49.54,6.56,12.29,0.98,0,NA,NA,68.82,11.01,1.68
Spain,Huelva,0,2008,15866,1931,1693,1260,16322,0,1982,0,1792,0,2245,1261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Huelva,0,2009,15964,1854,2296,1178,16974,0,1910,0,2469,0,2035,1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Huelva,0,2010,15351,1857,NA,1027,16260,0,1901,0,NA,NA,1545,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Huelva,0,2011,15450,1936,2172,847,16351,0,1993,0,2305,0,1417,853,NA,26.59,12.53,78.29,14.06,NA,NA,5.48,12.19,1.03,0,14.1,1.06,66.12,8.67,1.67
Spain,Huelva,0,2012,14656,1943,1996,789,15567,0,2043,0,2169,0,1353,800,-5.14,26.88,13.26,78.92,13.62,NA,NA,5.38,13.12,1.05,0,13.93,1.09,69.13,8.69,1.71
Spain,Huelva,0,2013,14074,1718,1910,849,14891,0,1803,0,2021,0,1551,859,-3.97,25.78,12.21,76.32,13.57,NA,NA,6.03,12.11,1.05,0,13.57,1.06,80.56,10.42,1.83
Spain,Huelva,0,2014,14225,2256,NA,851,15006,0,2361,0,NA,NA,1423,851,1.07,NA,15.86,79.05,NA,NA,43.96,5.98,15.73,1.05,0,NA,NA,67.22,9.48,1.67
Spain,Huelva,0,2016,14575,2269,1706,897,15145,0,2320,0,1818,0,1798,915,NA,27.27,15.57,76.58,11.7,68.71,52.21,6.15,15.32,1.02,0,12,1.07,96.5,11.87,2
Spain,Huelva,0,2017,14465,2012,1651,1052,14879,0,2028,0,1727,0,1464,1081,-0.75,25.32,13.91,76.3,11.41,69.02,46.63,7.27,13.63,1.01,0,11.61,1.05,35.43,9.84,1.39
Spain,Huelva,0,2018,15032,2524,1660,1135,15212,0,2490,0,1733,0,1898,1172,3.92,27.83,16.79,77.73,11.04,67.78,NA,7.55,16.37,0.99,0,11.39,1.04,61.95,12.48,1.67
Spain,Huelva,0,2019,15301,2344,1660,1104,15466,0,2351,0,1687,0,1847,1120,1.79,26.17,15.32,77.82,10.85,66.61,48.66,7.22,15.2,1,0,10.91,1.02,64.91,11.94,1.67
Spain,Huelva,0,2020,15153,1948,NA,1006,15252,0,1930,0,NA,NA,1716,1000,-0.97,NA,12.86,80.43,NA,NA,50,6.64,12.65,0.99,0,NA,NA,71.6,11.25,1.71
Spain,Jaén,0,2008,20777,2428,1976,1580,22180,0,2547,0,2149,0,2733,1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Jaén,0,2009,21234,2410,2564,1469,23109,0,2556,0,2779,0,2704,1470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Jaén,0,2010,20712,2243,NA,1392,22481,0,2351,0,NA,NA,2181,1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Jaén,0,2011,20417,2506,2662,1105,22064,0,2589,0,2885,0,1780,1157,NA,25.31,12.27,79.91,13.04,NA,NA,5.41,11.73,1.03,0,13.08,1.08,53.85,8.07,1.61
Spain,Jaén,0,2012,19399,2432,2365,1064,20942,0,2561,0,2599,0,1673,1102,-4.99,24.73,12.54,79.48,12.19,NA,NA,5.48,12.23,1.05,0,12.41,1.1,51.81,7.99,1.57
Spain,Jaén,0,2013,18938,2329,2299,1091,20348,0,2459,0,2438,0,1937,1140,-2.38,24.44,12.3,76.89,12.14,NA,NA,5.76,12.08,1.06,0,11.98,1.06,69.91,9.52,1.78
Spain,Jaén,0,2014,19210,2958,NA,1193,20605,0,3103,0,NA,NA,1985,1222,1.44,NA,15.4,82.46,NA,NA,47.61,6.21,15.06,1.05,0,NA,NA,62.44,9.63,1.66
Spain,Jaén,0,2016,19814,2647,2076,1160,20994,0,2704,0,2200,0,1836,1219,NA,23.84,13.36,77.24,10.48,69.02,49.81,5.85,12.88,1.02,0,10.48,1.06,50.62,8.75,1.58
Spain,Jaén,0,2017,19694,2437,1961,1426,20668,0,2449,0,2070,0,2058,1485,-0.61,22.33,12.37,75.78,9.96,67.41,48.21,7.24,11.85,1,0,10.02,1.06,38.59,9.96,1.44
Spain,Jaén,0,2018,20246,2943,2133,1401,20973,0,2966,0,2221,0,2397,1425,2.8,25.07,14.54,79.43,10.54,67.44,NA,6.92,14.14,1.01,0,10.59,1.04,68.21,11.43,1.71
Spain,Jaén,0,2019,20546,2899,2048,1367,21261,0,2941,0,2123,0,2183,1397,1.48,24.08,14.11,79.36,9.97,67.84,51.64,6.65,13.83,1.01,0,9.99,1.04,56.26,10.27,1.6
Spain,Jaén,0,2020,20481,2365,NA,1320,21119,0,2418,0,NA,NA,2092,1316,-0.32,NA,11.55,81.81,NA,NA,54.16,6.44,11.45,1.02,0,NA,NA,58.97,9.91,1.58
Spain,Málaga,0,2008,68971,8641,8126,5954,68774,0,8653,0,8361,0,9860,5722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Málaga,0,2009,69964,9024,9920,5082,72296,0,9061,0,10431,0,7884,4861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Málaga,0,2010,68919,9219,NA,5168,70834,0,9292,0,NA,NA,7604,4891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Málaga,0,2011,69467,9505,10091,3949,71243,0,9550,0,10486,0,5886,3818,NA,28.21,13.68,76.88,14.53,NA,NA,5.68,13.4,1,0,14.72,1.04,54.16,8.26,1.49
Spain,Málaga,0,2012,64843,9160,8157,3929,66513,0,9349,0,8557,0,6422,3840,-6.66,26.71,14.13,75.55,12.58,NA,NA,6.06,14.06,1.02,0,12.87,1.05,67.24,9.66,1.63
Spain,Málaga,0,2013,65346,9788,7295,4151,66599,0,9919,0,7531,0,6902,4099,0.78,26.14,14.98,75.79,11.16,NA,NA,6.35,14.89,1.01,0,11.31,1.03,68.38,10.36,1.66
Spain,Málaga,0,2014,70100,12851,NA,4369,71053,0,12958,0,NA,NA,6661,4295,7.28,NA,18.33,80.72,NA,NA,45.97,6.23,18.24,1.01,0,NA,NA,55.09,9.37,1.52
Spain,Málaga,0,2016,76832,13253,9844,5067,76397,0,12890,0,10259,0,8708,4956,NA,30.06,17.25,77.01,12.81,72.6,51.77,6.59,16.87,0.97,0,13.43,1.04,75.71,11.4,1.72
Spain,Málaga,0,2017,77269,12561,8702,6027,75656,0,12163,0,8707,0,8006,5891,0.57,27.52,16.26,78.75,11.26,70.39,46.9,7.8,16.08,0.97,0,11.51,1,35.9,10.58,1.33
Spain,Málaga,0,2018,82674,15422,10349,6342,80060,0,14819,0,10318,0,10063,6153,7,31.17,18.65,82.02,12.52,73.83,NA,7.67,18.51,0.96,0,12.89,1,63.55,12.57,1.59
Spain,Málaga,0,2019,85851,15160,9850,6882,83138,0,14641,0,9713,0,11235,6567,3.84,29.13,17.66,82.86,11.47,73,51.93,8.02,17.61,0.97,0,11.68,0.99,71.08,13.51,1.63
Spain,Málaga,0,2020,86868,12110,NA,6065,83801,0,11726,0,NA,NA,9647,5732,1.18,NA,13.94,84.7,NA,NA,48.28,6.98,13.99,0.97,0,NA,NA,68.3,11.51,1.59
Spain,Sevilla,0,2008,70055,8634,7082,5640,71556,0,8711,0,7479,0,9661,5499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Sevilla,0,2009,71637,8548,8530,5439,75057,0,8701,0,9003,0,8779,5210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Sevilla,0,2010,71264,8662,NA,5330,74330,0,8789,0,NA,NA,8430,5148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Sevilla,0,2011,72267,8902,9683,4141,75054,0,8974,0,10119,0,7213,4093,NA,25.72,12.32,78.07,13.4,NA,NA,5.73,11.96,1.01,0,13.48,1.05,76.23,9.61,1.74
Spain,Sevilla,0,2012,68250,8461,8749,4019,70820,0,8675,0,9299,0,6513,3995,-5.56,25.22,12.4,77.95,12.82,NA,NA,5.89,12.25,1.03,0,13.13,1.06,63.03,9.2,1.62
Spain,Sevilla,0,2013,66340,8367,8147,4135,68664,0,8601,0,8491,0,7087,4104,-2.8,24.89,12.61,75.84,12.28,NA,NA,6.23,12.53,1.03,0,12.37,1.04,72.69,10.32,1.71
Spain,Sevilla,0,2014,68018,10796,NA,4334,70171,0,11031,0,NA,NA,7414,4254,2.53,NA,15.87,80.18,NA,NA,48.69,6.37,15.72,1.02,0,NA,NA,74.28,10.57,1.71
Spain,Sevilla,0,2016,72313,10950,8365,4355,73042,0,10817,0,8987,0,7914,4332,NA,26.71,15.14,75.92,11.57,69.56,52.05,6.02,14.81,0.99,0,12.3,1.07,82.69,10.83,1.82
Spain,Sevilla,0,2017,71474,9989,7656,5308,70947,0,9718,0,7866,0,7516,5259,-1.16,24.69,13.98,76.84,10.71,68.65,49.17,7.43,13.7,0.97,0,11.09,1.03,42.92,10.59,1.42
Spain,Sevilla,0,2018,75224,12736,8252,5506,73496,0,12228,0,8383,0,9547,5433,5.25,27.9,16.93,80.38,10.97,70.13,NA,7.32,16.64,0.96,0,11.41,1.02,75.72,12.99,1.73
Spain,Sevilla,0,2019,76990,11698,8591,5827,74990,0,11271,0,8467,0,10331,5603,2.35,26.35,15.19,80.29,11.16,72.2,53.21,7.57,15.03,0.96,0,11.29,0.99,84.38,13.78,1.77
Spain,Sevilla,0,2020,76434,9541,NA,5251,74173,0,9197,0,NA,NA,9847,5016,-0.72,NA,12.48,82.98,NA,NA,52.57,6.87,12.4,0.96,0,NA,NA,96.31,13.28,1.88
Spain,Región de Murcia,0,2008,53351,6094,6061,4956,54629,0,6291,0,6461,0,8469,4791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Región de Murcia,0,2009,54256,6183,7483,4576,57859,0,6497,0,7995,0,7297,4433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Región de Murcia,0,2010,53171,6390,NA,3978,56641,0,6688,0,NA,NA,6785,3921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Región de Murcia,0,2011,54062,6512,7321,2952,57582,0,6818,0,7846,0,4714,2973,NA,25.59,12.05,77.51,13.54,NA,NA,5.46,11.84,1.05,0,13.63,1.07,58.56,8.19,1.6
Spain,Región de Murcia,0,2012,51292,6682,6414,2979,54558,0,6967,0,7004,0,5226,3078,-5.12,25.53,13.03,76.73,12.5,NA,NA,5.81,12.77,1.04,0,12.84,1.09,69.79,9.58,1.75
Spain,Región de Murcia,0,2013,50458,6511,5726,2963,53387,0,6814,0,6095,0,4620,3069,-1.63,24.25,12.9,75.11,11.35,NA,NA,5.87,12.76,1.05,0,11.42,1.06,50.54,8.65,1.56
Spain,Región de Murcia,0,2014,52817,8755,NA,3214,55649,0,9115,0,NA,NA,5310,3306,4.68,NA,16.58,80.8,NA,NA,49.36,6.09,16.38,1.04,0,NA,NA,60.62,9.54,1.65
Spain,Región de Murcia,0,2016,56578,7957,6127,3424,58807,0,8077,0,6537,0,6301,3516,NA,24.89,14.06,77.48,10.83,70.34,52.59,6.05,13.73,1.02,0,11.12,1.07,79.21,10.71,1.84
Spain,Región de Murcia,0,2017,56863,7733,5440,4251,58465,0,7811,0,5672,0,5855,4395,0.5,23.17,13.6,78.61,9.57,68.21,48.56,7.48,13.36,1.01,0,9.7,1.04,33.22,10.01,1.38
Spain,Región de Murcia,0,2018,59931,9032,7303,4240,60780,0,8990,0,7542,0,6907,4318,5.4,27.26,15.07,80.38,12.19,73.2,NA,7.07,14.79,1,0,12.41,1.03,59.96,11.36,1.63
Spain,Región de Murcia,0,2019,60136,8596,6620,4127,60855,0,8580,0,6833,0,6876,4153,0.34,25.3,14.29,80.86,11.01,72.48,51.87,6.86,14.1,1,0,11.23,1.03,65.57,11.3,1.67
Spain,Región de Murcia,0,2020,60162,7151,NA,3904,60415,0,7226,0,NA,NA,6683,3898,0.04,NA,11.89,83.69,NA,NA,50.48,6.49,11.96,1.01,0,NA,NA,71.45,11.06,1.71
Spain,Murcia,0,2008,53351,6094,6061,4956,54629,0,6291,0,6461,0,8469,4791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Murcia,0,2009,54256,6183,7483,4576,57859,0,6497,0,7995,0,7297,4433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Murcia,0,2010,53171,6390,NA,3978,56641,0,6688,0,NA,NA,6785,3921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Murcia,0,2011,54062,6512,7321,2952,57582,0,6818,0,7846,0,4714,2973,NA,25.59,12.05,77.51,13.54,NA,NA,5.46,11.84,1.05,0,13.63,1.07,58.56,8.19,1.6
Spain,Murcia,0,2012,51292,6682,6414,2979,54558,0,6967,0,7004,0,5226,3078,-5.12,25.53,13.03,76.73,12.5,NA,NA,5.81,12.77,1.04,0,12.84,1.09,69.79,9.58,1.75
Spain,Murcia,0,2013,50458,6511,5726,2963,53387,0,6814,0,6095,0,4620,3069,-1.63,24.25,12.9,75.11,11.35,NA,NA,5.87,12.76,1.05,0,11.42,1.06,50.54,8.65,1.56
Spain,Murcia,0,2014,52817,8755,NA,3214,55649,0,9115,0,NA,NA,5310,3306,4.68,NA,16.58,80.8,NA,NA,49.36,6.09,16.38,1.04,0,NA,NA,60.62,9.54,1.65
Spain,Murcia,0,2016,56578,7957,6127,3424,58807,0,8077,0,6537,0,6301,3516,NA,24.89,14.06,77.48,10.83,70.34,52.59,6.05,13.73,1.02,0,11.12,1.07,79.21,10.71,1.84
Spain,Murcia,0,2017,56863,7733,5440,4251,58465,0,7811,0,5672,0,5855,4395,0.5,23.17,13.6,78.61,9.57,68.21,48.56,7.48,13.36,1.01,0,9.7,1.04,33.22,10.01,1.38
Spain,Murcia,0,2018,59931,9032,7303,4240,60780,0,8990,0,7542,0,6907,4318,5.4,27.26,15.07,80.38,12.19,73.2,NA,7.07,14.79,1,0,12.41,1.03,59.96,11.36,1.63
Spain,Murcia,0,2019,60136,8596,6620,4127,60855,0,8580,0,6833,0,6876,4153,0.34,25.3,14.29,80.86,11.01,72.48,51.87,6.86,14.1,1,0,11.23,1.03,65.57,11.3,1.67
Spain,Murcia,0,2020,60162,7151,NA,3904,60415,0,7226,0,NA,NA,6683,3898,0.04,NA,11.89,83.69,NA,NA,50.48,6.49,11.96,1.01,0,NA,NA,71.45,11.06,1.71
Spain,Ciudad Autónoma de Ceuta,0,2008,2178,253,236,NA,2265,0,259,0,253,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ciudad Autónoma de Ceuta,0,2009,2182,273,216,121,2308,0,273,0,223,0,170,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ciudad Autónoma de Ceuta,0,2010,2151,220,NA,136,2285,0,226,0,NA,NA,173,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ciudad Autónoma de Ceuta,0,2011,2149,265,293,102,2278,0,282,0,309,0,161,104,NA,25.97,12.33,76.15,13.63,NA,NA,4.75,12.38,1.06,0,13.56,1.05,54.81,7.07,1.58
Spain,Ciudad Autónoma de Ceuta,0,2012,2064,273,230,139,2198,0,298,0,245,0,223,138,-3.96,24.37,13.23,73.98,11.14,NA,NA,6.73,13.56,1.09,0,11.15,1.07,61.59,10.15,1.6
Spain,Ciudad Autónoma de Ceuta,0,2013,2046,245,243,103,2181,0,265,0,257,0,163,106,-0.87,23.85,11.97,73.8,11.88,NA,NA,5.03,12.15,1.08,0,11.78,1.06,53.77,7.47,1.58
Spain,Ciudad Autónoma de Ceuta,0,2014,2139,329,NA,144,2272,0,345,0,NA,NA,224,152,4.55,NA,15.38,74.77,NA,NA,54.34,6.73,15.18,1.05,0,NA,NA,47.37,9.86,1.56
Spain,Ciudad Autónoma de Ceuta,0,2016,2339,349,288,120,2478,0,369,0,322,0,206,127,NA,27.23,14.92,76.87,12.31,72,48.98,5.13,14.89,1.06,0,12.99,1.12,62.2,8.31,1.72
Spain,Ciudad Autónoma de Ceuta,0,2017,2339,349,247,160,2458,0,368,0,267,0,151,166,0,25.48,14.92,80.97,10.56,68.99,48.63,6.84,14.97,1.05,0,10.86,1.08,-9.04,6.14,0.94
Spain,Ciudad Autónoma de Ceuta,0,2018,2361,319,348,158,2454,0,326,0,376,0,291,172,0.94,28.25,13.51,77.43,14.74,71.6,NA,6.69,13.28,1.02,0,15.32,1.08,69.19,11.86,1.84
Spain,Ciudad Autónoma de Ceuta,0,2019,2242,291,252,174,2330,0,301,0,267,0,239,182,-5.04,24.22,12.98,71.85,11.24,66.32,49.86,7.76,12.92,1.03,0,11.46,1.06,31.32,10.26,1.37
Spain,Ciudad Autónoma de Ceuta,0,2020,2211,240,NA,190,2268,0,240,0,NA,NA,273,197,-1.38,NA,10.85,76.68,NA,NA,54.44,8.59,10.58,1,0,NA,NA,38.58,12.04,1.44
Spain,Ceuta,0,2008,2178,253,236,NA,2265,0,259,0,253,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ceuta,0,2009,2182,273,216,121,2308,0,273,0,223,0,170,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ceuta,0,2010,2151,220,NA,136,2285,0,226,0,NA,NA,173,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spain,Ceuta,0,2011,2149,265,293,102,2278,0,282,0,309,0,161,104,NA,25.97,12.33,76.15,13.63,NA,NA,4.75,12.38,1.06,0,13.56,1.05,54.81,7.07,1.58
Spain,Ceuta,0,2012,2064,273,230,139,2198,0,298,0,245,0,223,138,-3.96,24.37,13.23,73.98,11.14,NA,NA,6.73,13.56,1.09,0,11.15,1.07,61.59,10.15,1.6
Spain,Ceuta,0,2013,2046,245,243,103,2181,0,265,0,257,0,163,106,-0.87,23.85,11.97,73.8,11.88,NA,NA,5.03,12.15,1.08,0,11.78,1.06,53.77,7.47,1.58
Spain,Ceuta,0,2014,2139,329,NA,144,2272,0,345,0,NA,NA,224,152,4.55,NA,15.38,74.77,NA,NA,54.34,6.73,15.18,1.05,0,NA,NA,47.37,9.86,1.56
