anio,region,gini,pib_per_capita,tasa_pobr,pobl_total,tasa_informalidad,idh,ingreso_medio,prom_anio_estudio,tasa_homicidios
2019-10-01,Rio Grande do Sul,NA,NA,NA,NA,33.3,NA,NA,NA,NA
2020-04-01,Rio Grande do Sul,NA,NA,NA,NA,29.8,NA,NA,NA,NA
2020-07-01,Rio Grande do Sul,NA,NA,NA,NA,30.2,NA,NA,NA,NA
2020-10-01,Rio Grande do Sul,NA,NA,NA,NA,30.5,NA,NA,NA,NA
2021-04-01,Rio Grande do Sul,NA,NA,NA,NA,30.7,NA,NA,NA,NA
2021-07-01,Rio Grande do Sul,NA,NA,NA,NA,32.2,NA,NA,NA,NA
2021-10-01,Rio Grande do Sul,NA,NA,NA,NA,33,NA,NA,NA,NA
2022-04-01,Rio Grande do Sul,NA,NA,NA,NA,32.8,NA,NA,NA,NA
2022-07-01,Rio Grande do Sul,NA,NA,NA,NA,31.5,NA,NA,NA,NA
2022-10-01,Rio Grande do Sul,NA,NA,NA,NA,31.7,NA,NA,NA,NA
2023-04-01,Rio Grande do Sul,NA,NA,NA,NA,32.4,NA,NA,NA,NA
2023-07-01,Rio Grande do Sul,NA,NA,NA,NA,31.5,NA,NA,NA,NA
2023-10-01,Rio Grande do Sul,NA,NA,NA,NA,32.1,NA,NA,NA,NA
2024-04-01,Rio Grande do Sul,NA,NA,NA,NA,32.5,NA,NA,NA,NA
2024-07-01,Rio Grande do Sul,NA,NA,NA,NA,32.9,NA,NA,NA,NA
2024-10-01,Rio Grande do Sul,NA,NA,NA,NA,32.1,NA,NA,NA,NA
2025-01-01,Rio Grande do Sul,NA,NA,NA,NA,31.2,NA,NA,NA,NA
2025-04-01,Rio Grande do Sul,NA,NA,NA,NA,31.1,NA,NA,NA,NA
2015-10-01,Mato Grosso do Sul,NA,NA,NA,NA,38,NA,NA,NA,NA
2016-04-01,Mato Grosso do Sul,NA,NA,NA,NA,35.7,NA,NA,NA,NA
2016-07-01,Mato Grosso do Sul,NA,NA,NA,NA,36.4,NA,NA,NA,NA
2016-10-01,Mato Grosso do Sul,NA,NA,NA,NA,36.1,NA,NA,NA,NA
2017-04-01,Mato Grosso do Sul,NA,NA,NA,NA,34.9,NA,NA,NA,NA
2017-07-01,Mato Grosso do Sul,NA,NA,NA,NA,35.6,NA,NA,NA,NA
2017-10-01,Mato Grosso do Sul,NA,NA,NA,NA,37.3,NA,NA,NA,NA
2018-04-01,Mato Grosso do Sul,NA,NA,NA,NA,36.5,NA,NA,NA,NA
2018-07-01,Mato Grosso do Sul,NA,NA,NA,NA,36.2,NA,NA,NA,NA
2018-10-01,Mato Grosso do Sul,NA,NA,NA,NA,36,NA,NA,NA,NA
2019-04-01,Mato Grosso do Sul,NA,NA,NA,NA,36.4,NA,NA,NA,NA
2019-07-01,Mato Grosso do Sul,NA,NA,NA,NA,37.3,NA,NA,NA,NA
2019-10-01,Mato Grosso do Sul,NA,NA,NA,NA,38.4,NA,NA,NA,NA
2020-04-01,Mato Grosso do Sul,NA,NA,NA,NA,36.2,NA,NA,NA,NA
2020-07-01,Mato Grosso do Sul,NA,NA,NA,NA,35.5,NA,NA,NA,NA
2020-10-01,Mato Grosso do Sul,NA,NA,NA,NA,36.1,NA,NA,NA,NA
2021-04-01,Mato Grosso do Sul,NA,NA,NA,NA,37.2,NA,NA,NA,NA
2021-07-01,Mato Grosso do Sul,NA,NA,NA,NA,36.6,NA,NA,NA,NA
2021-10-01,Mato Grosso do Sul,NA,NA,NA,NA,35.6,NA,NA,NA,NA
2022-04-01,Mato Grosso do Sul,NA,NA,NA,NA,34.3,NA,NA,NA,NA
2022-07-01,Mato Grosso do Sul,NA,NA,NA,NA,33.7,NA,NA,NA,NA
2022-10-01,Mato Grosso do Sul,NA,NA,NA,NA,32.7,NA,NA,NA,NA
2023-04-01,Mato Grosso do Sul,NA,NA,NA,NA,34.1,NA,NA,NA,NA
2023-07-01,Mato Grosso do Sul,NA,NA,NA,NA,31.9,NA,NA,NA,NA
2023-10-01,Mato Grosso do Sul,NA,NA,NA,NA,33.1,NA,NA,NA,NA
2024-04-01,Mato Grosso do Sul,NA,NA,NA,NA,31.8,NA,NA,NA,NA
2024-07-01,Mato Grosso do Sul,NA,NA,NA,NA,32.1,NA,NA,NA,NA
2024-10-01,Mato Grosso do Sul,NA,NA,NA,NA,33.7,NA,NA,NA,NA
2025-01-01,Mato Grosso do Sul,NA,NA,NA,NA,30.5,NA,NA,NA,NA
2025-04-01,Mato Grosso do Sul,NA,NA,NA,NA,32,NA,NA,NA,NA
2015-10-01,Mato Grosso,NA,NA,NA,NA,38.8,NA,NA,NA,NA
2016-04-01,Mato Grosso,NA,NA,NA,NA,37.8,NA,NA,NA,NA
2016-07-01,Mato Grosso,NA,NA,NA,NA,37.9,NA,NA,NA,NA
2016-10-01,Mato Grosso,NA,NA,NA,NA,38.1,NA,NA,NA,NA
2017-04-01,Mato Grosso,NA,NA,NA,NA,38.7,NA,NA,NA,NA
2017-07-01,Mato Grosso,NA,NA,NA,NA,37.6,NA,NA,NA,NA
2017-10-01,Mato Grosso,NA,NA,NA,NA,37,NA,NA,NA,NA
2018-04-01,Mato Grosso,NA,NA,NA,NA,38.2,NA,NA,NA,NA
2018-07-01,Mato Grosso,NA,NA,NA,NA,38.2,NA,NA,NA,NA
2018-10-01,Mato Grosso,NA,NA,NA,NA,39.6,NA,NA,NA,NA
2019-04-01,Mato Grosso,NA,NA,NA,NA,40.4,NA,NA,NA,NA
2019-07-01,Mato Grosso,NA,NA,NA,NA,39.3,NA,NA,NA,NA
2019-10-01,Mato Grosso,NA,NA,NA,NA,39.5,NA,NA,NA,NA
2020-04-01,Mato Grosso,NA,NA,NA,NA,38.1,NA,NA,NA,NA
2020-07-01,Mato Grosso,NA,NA,NA,NA,38.4,NA,NA,NA,NA
2020-10-01,Mato Grosso,NA,NA,NA,NA,39.8,NA,NA,NA,NA
2021-04-01,Mato Grosso,NA,NA,NA,NA,40.3,NA,NA,NA,NA
2021-07-01,Mato Grosso,NA,NA,NA,NA,39,NA,NA,NA,NA
2021-10-01,Mato Grosso,NA,NA,NA,NA,38.5,NA,NA,NA,NA
2022-04-01,Mato Grosso,NA,NA,NA,NA,37.2,NA,NA,NA,NA
2022-07-01,Mato Grosso,NA,NA,NA,NA,36.3,NA,NA,NA,NA
2022-10-01,Mato Grosso,NA,NA,NA,NA,35.1,NA,NA,NA,NA
2023-04-01,Mato Grosso,NA,NA,NA,NA,35,NA,NA,NA,NA
2023-07-01,Mato Grosso,NA,NA,NA,NA,35.8,NA,NA,NA,NA
2023-10-01,Mato Grosso,NA,NA,NA,NA,36.5,NA,NA,NA,NA
2024-04-01,Mato Grosso,NA,NA,NA,NA,33.7,NA,NA,NA,NA
2024-07-01,Mato Grosso,NA,NA,NA,NA,35.3,NA,NA,NA,NA
2024-10-01,Mato Grosso,NA,NA,NA,NA,34.8,NA,NA,NA,NA
2025-01-01,Mato Grosso,NA,NA,NA,NA,35.3,NA,NA,NA,NA
2025-04-01,Mato Grosso,NA,NA,NA,NA,35.5,NA,NA,NA,NA
2015-10-01,Goiás,NA,NA,NA,NA,38.6,NA,NA,NA,NA
2016-04-01,Goiás,NA,NA,NA,NA,39.2,NA,NA,NA,NA
2016-07-01,Goiás,NA,NA,NA,NA,38.3,NA,NA,NA,NA
2016-10-01,Goiás,NA,NA,NA,NA,39.7,NA,NA,NA,NA
2017-04-01,Goiás,NA,NA,NA,NA,40.6,NA,NA,NA,NA
2017-07-01,Goiás,NA,NA,NA,NA,40.7,NA,NA,NA,NA
2017-10-01,Goiás,NA,NA,NA,NA,40.1,NA,NA,NA,NA
2018-04-01,Goiás,NA,NA,NA,NA,40.1,NA,NA,NA,NA
2018-07-01,Goiás,NA,NA,NA,NA,40.2,NA,NA,NA,NA
2018-10-01,Goiás,NA,NA,NA,NA,40.6,NA,NA,NA,NA
2019-04-01,Goiás,NA,NA,NA,NA,40.3,NA,NA,NA,NA
2019-07-01,Goiás,NA,NA,NA,NA,40.8,NA,NA,NA,NA
2019-10-01,Goiás,NA,NA,NA,NA,40.6,NA,NA,NA,NA
2020-04-01,Goiás,NA,NA,NA,NA,36.6,NA,NA,NA,NA
2020-07-01,Goiás,NA,NA,NA,NA,37.6,NA,NA,NA,NA
2020-10-01,Goiás,NA,NA,NA,NA,39.4,NA,NA,NA,NA
2021-04-01,Goiás,NA,NA,NA,NA,40.9,NA,NA,NA,NA
2021-07-01,Goiás,NA,NA,NA,NA,41.3,NA,NA,NA,NA
2021-10-01,Goiás,NA,NA,NA,NA,41,NA,NA,NA,NA
2022-04-01,Goiás,NA,NA,NA,NA,39.5,NA,NA,NA,NA
2022-07-01,Goiás,NA,NA,NA,NA,38.8,NA,NA,NA,NA
2022-10-01,Goiás,NA,NA,NA,NA,36.7,NA,NA,NA,NA
2023-04-01,Goiás,NA,NA,NA,NA,37.4,NA,NA,NA,NA
2023-07-01,Goiás,NA,NA,NA,NA,37.4,NA,NA,NA,NA
2023-10-01,Goiás,NA,NA,NA,NA,37.2,NA,NA,NA,NA
2024-04-01,Goiás,NA,NA,NA,NA,35.1,NA,NA,NA,NA
2024-07-01,Goiás,NA,NA,NA,NA,36.3,NA,NA,NA,NA
2024-10-01,Goiás,NA,NA,NA,NA,35.5,NA,NA,NA,NA
2025-01-01,Goiás,NA,NA,NA,NA,35.3,NA,NA,NA,NA
2025-04-01,Goiás,NA,NA,NA,NA,35,NA,NA,NA,NA
2015-10-01,Distrito Federal,NA,NA,NA,NA,25.2,NA,NA,NA,NA
2016-04-01,Distrito Federal,NA,NA,NA,NA,25.5,NA,NA,NA,NA
2016-07-01,Distrito Federal,NA,NA,NA,NA,26.5,NA,NA,NA,NA
2016-10-01,Distrito Federal,NA,NA,NA,NA,27,NA,NA,NA,NA
2017-04-01,Distrito Federal,NA,NA,NA,NA,27.3,NA,NA,NA,NA
2017-07-01,Distrito Federal,NA,NA,NA,NA,28.5,NA,NA,NA,NA
2017-10-01,Distrito Federal,NA,NA,NA,NA,27.8,NA,NA,NA,NA
2018-04-01,Distrito Federal,NA,NA,NA,NA,28,NA,NA,NA,NA
2018-07-01,Distrito Federal,NA,NA,NA,NA,28.6,NA,NA,NA,NA
2018-10-01,Distrito Federal,NA,NA,NA,NA,29.1,NA,NA,NA,NA
2019-04-01,Distrito Federal,NA,NA,NA,NA,30,NA,NA,NA,NA
2019-07-01,Distrito Federal,NA,NA,NA,NA,30.3,NA,NA,NA,NA
2019-10-01,Distrito Federal,NA,NA,NA,NA,29.5,NA,NA,NA,NA
2020-04-01,Distrito Federal,NA,NA,NA,NA,26,NA,NA,NA,NA
2020-07-01,Distrito Federal,NA,NA,NA,NA,28.8,NA,NA,NA,NA
2020-10-01,Distrito Federal,NA,NA,NA,NA,28.8,NA,NA,NA,NA
2021-04-01,Distrito Federal,NA,NA,NA,NA,30.6,NA,NA,NA,NA
2021-07-01,Distrito Federal,NA,NA,NA,NA,31.9,NA,NA,NA,NA
2021-10-01,Distrito Federal,NA,NA,NA,NA,33.7,NA,NA,NA,NA
2022-04-01,Distrito Federal,NA,NA,NA,NA,31.2,NA,NA,NA,NA
2022-07-01,Distrito Federal,NA,NA,NA,NA,29.8,NA,NA,NA,NA
2022-10-01,Distrito Federal,NA,NA,NA,NA,29.7,NA,NA,NA,NA
2023-04-01,Distrito Federal,NA,NA,NA,NA,31.2,NA,NA,NA,NA
2023-07-01,Distrito Federal,NA,NA,NA,NA,30.6,NA,NA,NA,NA
2023-10-01,Distrito Federal,NA,NA,NA,NA,30.4,NA,NA,NA,NA
2024-04-01,Distrito Federal,NA,NA,NA,NA,29.8,NA,NA,NA,NA
2024-07-01,Distrito Federal,NA,NA,NA,NA,30.2,NA,NA,NA,NA
2024-10-01,Distrito Federal,NA,NA,NA,NA,29.1,NA,NA,NA,NA
2025-01-01,Distrito Federal,NA,NA,NA,NA,28.3,NA,NA,NA,NA
2025-04-01,Distrito Federal,NA,NA,NA,NA,28.4,NA,NA,NA,NA
1970-01-01,Rondônia,NA,NA,NA,NA,NA,0.479,NA,NA,NA
1980-01-01,Rondônia,NA,NA,NA,NA,NA,0.747,NA,NA,24.03
1970-01-01,Acre,NA,NA,NA,NA,NA,0.279,NA,NA,NA
1980-01-01,Acre,NA,NA,NA,NA,NA,0.578,NA,NA,8.63
1970-01-01,Amazonas,NA,NA,NA,NA,NA,0.304,NA,NA,NA
1980-01-01,Amazonas,NA,NA,NA,NA,NA,0.762,NA,NA,9.65
1970-01-01,Roraima,NA,NA,NA,NA,NA,0.38,NA,NA,NA
1980-01-01,Roraima,NA,NA,NA,NA,NA,0.939,NA,NA,13.9
1970-01-01,Pará,NA,NA,NA,NA,NA,0.276,NA,NA,NA
1980-01-01,Pará,NA,NA,NA,NA,NA,0.651,NA,NA,8.93
1970-01-01,Amapá,NA,NA,NA,NA,NA,0.335,NA,NA,NA
1980-01-01,Amapá,NA,NA,NA,NA,NA,0.635,NA,NA,3.99
1970-01-01,Tocantins,NA,NA,NA,NA,NA,0.167,NA,NA,NA
1980-01-01,Tocantins,NA,NA,NA,NA,NA,0.45,NA,NA,0
1970-01-01,Maranhão,NA,NA,NA,NA,NA,0.169,NA,NA,NA
1980-01-01,Maranhão,NA,NA,NA,NA,NA,0.334,NA,NA,2.7
1970-01-01,Piauí,NA,NA,NA,NA,NA,0.109,NA,NA,NA
1980-01-01,Piauí,NA,NA,NA,NA,NA,0.287,NA,NA,2.34
1970-01-01,Ceará,NA,NA,NA,NA,NA,0.162,NA,NA,NA
1980-01-01,Ceará,NA,NA,NA,NA,NA,0.449,NA,NA,8.41
1970-01-01,Rio Grande do Norte,NA,NA,NA,NA,NA,0.162,NA,NA,NA
1980-01-01,Rio Grande do Norte,NA,NA,NA,NA,NA,0.477,NA,NA,8.58
1970-01-01,Paraíba,NA,NA,NA,NA,NA,0.139,NA,NA,NA
1980-01-01,Paraíba,NA,NA,NA,NA,NA,0.392,NA,NA,10.9
1970-01-01,Pernambuco,NA,NA,NA,NA,NA,0.248,NA,NA,NA
1980-01-01,Pernambuco,NA,NA,NA,NA,NA,0.59,NA,NA,18.25
1970-01-01,Alagoas,NA,NA,NA,NA,NA,0.194,NA,NA,NA
1980-01-01,Alagoas,NA,NA,NA,NA,NA,0.43,NA,NA,14.12
1970-01-01,Sergipe,NA,NA,NA,NA,NA,0.201,NA,NA,NA
1980-01-01,Sergipe,NA,NA,NA,NA,NA,0.544,NA,NA,7.19
1970-01-01,Bahia,NA,NA,NA,NA,NA,0.236,NA,NA,NA
1980-01-01,Bahia,NA,NA,NA,NA,NA,0.599,NA,NA,3.37
1970-01-01,Minas Gerais,NA,NA,NA,NA,NA,0.322,NA,NA,NA
1980-01-01,Minas Gerais,NA,NA,NA,NA,NA,0.91,NA,NA,8.7
1970-01-01,Espírito Santo,NA,NA,NA,NA,NA,0.289,NA,NA,NA
1980-01-01,Espírito Santo,NA,NA,NA,NA,NA,0.873,NA,NA,15.07
1970-01-01,Rio de Janeiro,NA,NA,NA,NA,NA,0.876,NA,NA,NA
1980-01-01,Rio de Janeiro,NA,NA,NA,NA,NA,0.961,NA,NA,26.05
1970-01-01,São Paulo,NA,NA,NA,NA,NA,0.834,NA,NA,NA
1980-01-01,São Paulo,NA,NA,NA,NA,NA,0.962,NA,NA,13.76
1970-01-01,Paraná,NA,NA,NA,NA,NA,0.347,NA,NA,NA
1980-01-01,Paraná,NA,NA,NA,NA,NA,0.934,NA,NA,10.89
1970-01-01,Santa Catarina,NA,NA,NA,NA,NA,0.328,NA,NA,NA
1980-01-01,Santa Catarina,NA,NA,NA,NA,NA,0.943,NA,NA,6.64
1970-01-01,Rio Grande do Sul,NA,NA,NA,NA,NA,0.489,NA,NA,NA
1980-01-01,Rio Grande do Sul,NA,NA,NA,NA,NA,0.953,NA,NA,8.14
1970-01-01,Mato Grosso do Sul,NA,NA,NA,NA,NA,0.357,NA,NA,NA
1980-01-01,Mato Grosso do Sul,NA,NA,NA,NA,NA,0.944,NA,NA,16.35
1970-01-01,Mato Grosso,NA,NA,NA,NA,NA,0.283,NA,NA,NA
1980-01-01,Mato Grosso,NA,NA,NA,NA,NA,0.797,NA,NA,3.34
1970-01-01,Goiás,NA,NA,NA,NA,NA,0.309,NA,NA,NA
1980-01-01,Goiás,NA,NA,NA,NA,NA,0.887,NA,NA,12.15
1970-01-01,Distrito Federal,NA,NA,NA,NA,NA,0.819,NA,NA,NA
1980-01-01,Distrito Federal,NA,NA,NA,NA,NA,0.965,NA,NA,12.32
1981-01-01,Rondônia,NA,NA,NA,NA,NA,NA,NA,NA,23.67
1982-01-01,Rondônia,NA,NA,NA,NA,NA,NA,NA,NA,20.46
1983-01-01,Rondônia,NA,NA,NA,NA,NA,NA,NA,NA,21.46
1984-01-01,Rondônia,NA,NA,NA,NA,NA,NA,NA,NA,28.66
1981-01-01,Acre,NA,NA,NA,NA,NA,NA,NA,NA,9.02
1982-01-01,Acre,NA,NA,NA,NA,NA,NA,NA,NA,12.76
1983-01-01,Acre,NA,NA,NA,NA,NA,NA,NA,NA,9.93
1984-01-01,Acre,NA,NA,NA,NA,NA,NA,NA,NA,10.49
1981-01-01,Amazonas,NA,NA,NA,NA,NA,NA,NA,NA,9.18
1982-01-01,Amazonas,NA,NA,NA,NA,NA,NA,NA,NA,10.16
1983-01-01,Amazonas,NA,NA,NA,NA,NA,NA,NA,NA,9.38
1984-01-01,Amazonas,NA,NA,NA,NA,NA,NA,NA,NA,12.5
1981-01-01,Roraima,NA,NA,NA,NA,NA,NA,NA,NA,17.8
1982-01-01,Roraima,NA,NA,NA,NA,NA,NA,NA,NA,28.18
1983-01-01,Roraima,NA,NA,NA,NA,NA,NA,NA,NA,17.24
1984-01-01,Roraima,NA,NA,NA,NA,NA,NA,NA,NA,13.18
1981-01-01,Pará,NA,NA,NA,NA,NA,NA,NA,NA,9.57
1982-01-01,Pará,NA,NA,NA,NA,NA,NA,NA,NA,9.87
1983-01-01,Pará,NA,NA,NA,NA,NA,NA,NA,NA,12.03
1984-01-01,Pará,NA,NA,NA,NA,NA,NA,NA,NA,13.18
1981-01-01,Amapá,NA,NA,NA,NA,NA,NA,NA,NA,8.15
1982-01-01,Amapá,NA,NA,NA,NA,NA,NA,NA,NA,11.81
1983-01-01,Amapá,NA,NA,NA,NA,NA,NA,NA,NA,13.62
1984-01-01,Amapá,NA,NA,NA,NA,NA,NA,NA,NA,11.55
1981-01-01,Tocantins,NA,NA,NA,NA,NA,NA,NA,NA,0
1982-01-01,Tocantins,NA,NA,NA,NA,NA,NA,NA,NA,0
1983-01-01,Tocantins,NA,NA,NA,NA,NA,NA,NA,NA,0
1984-01-01,Tocantins,NA,NA,NA,NA,NA,NA,NA,NA,0
1985-01-01,Tocantins,NA,NA,NA,NA,NA,NA,NA,NA,0
1986-01-01,Tocantins,NA,NA,NA,NA,NA,NA,NA,NA,0
1987-01-01,Tocantins,NA,NA,NA,NA,NA,NA,NA,NA,0
1988-01-01,Tocantins,NA,NA,NA,NA,NA,NA,NA,NA,0
1981-01-01,Maranhão,NA,NA,NA,NA,NA,NA,NA,NA,3.56
1982-01-01,Maranhão,NA,NA,NA,NA,NA,NA,NA,NA,3.51
1983-01-01,Maranhão,NA,NA,NA,NA,NA,NA,NA,NA,3.86
1984-01-01,Maranhão,NA,NA,NA,NA,NA,NA,NA,NA,4.25
1981-01-01,Piauí,NA,NA,NA,NA,NA,NA,NA,NA,3.4
1982-01-01,Piauí,NA,NA,NA,NA,NA,NA,NA,NA,5.01
1983-01-01,Piauí,NA,NA,NA,NA,NA,NA,NA,NA,5.54
1984-01-01,Piauí,NA,NA,NA,NA,NA,NA,NA,NA,4.09
1981-01-01,Ceará,NA,NA,NA,NA,NA,NA,NA,NA,9.23
1982-01-01,Ceará,NA,NA,NA,NA,NA,NA,NA,NA,9.04
1983-01-01,Ceará,NA,NA,NA,NA,NA,NA,NA,NA,11.01
1984-01-01,Ceará,NA,NA,NA,NA,NA,NA,NA,NA,10.45
1981-01-01,Rio Grande do Norte,NA,NA,NA,NA,NA,NA,NA,NA,8.82
1982-01-01,Rio Grande do Norte,NA,NA,NA,NA,NA,NA,NA,NA,10.12
1983-01-01,Rio Grande do Norte,NA,NA,NA,NA,NA,NA,NA,NA,8.55
1984-01-01,Rio Grande do Norte,NA,NA,NA,NA,NA,NA,NA,NA,6.52
1981-01-01,Paraíba,NA,NA,NA,NA,NA,NA,NA,NA,12.2
1982-01-01,Paraíba,NA,NA,NA,NA,NA,NA,NA,NA,11.53
1983-01-01,Paraíba,NA,NA,NA,NA,NA,NA,NA,NA,12.48
1984-01-01,Paraíba,NA,NA,NA,NA,NA,NA,NA,NA,13.19
1981-01-01,Pernambuco,NA,NA,NA,NA,NA,NA,NA,NA,22.62
1982-01-01,Pernambuco,NA,NA,NA,NA,NA,NA,NA,NA,23.91
1983-01-01,Pernambuco,NA,NA,NA,NA,NA,NA,NA,NA,25.7
1984-01-01,Pernambuco,NA,NA,NA,NA,NA,NA,NA,NA,28.58
1981-01-01,Alagoas,NA,NA,NA,NA,NA,NA,NA,NA,19.37
1982-01-01,Alagoas,NA,NA,NA,NA,NA,NA,NA,NA,20.74
1983-01-01,Alagoas,NA,NA,NA,NA,NA,NA,NA,NA,26.27
1984-01-01,Alagoas,NA,NA,NA,NA,NA,NA,NA,NA,24.98
1981-01-01,Sergipe,NA,NA,NA,NA,NA,NA,NA,NA,8.57
1982-01-01,Sergipe,NA,NA,NA,NA,NA,NA,NA,NA,10.08
1983-01-01,Sergipe,NA,NA,NA,NA,NA,NA,NA,NA,8.59
1984-01-01,Sergipe,NA,NA,NA,NA,NA,NA,NA,NA,4.89
1981-01-01,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,3.22
1982-01-01,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,4.98
1983-01-01,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,3.68
1984-01-01,Bahia,NA,NA,NA,NA,NA,NA,NA,NA,4.96
1981-01-01,Minas Gerais,NA,NA,NA,NA,NA,NA,NA,NA,8.17
1982-01-01,Minas Gerais,NA,NA,NA,NA,NA,NA,NA,NA,8.01
1983-01-01,Minas Gerais,NA,NA,NA,NA,NA,NA,NA,NA,7.2
1984-01-01,Minas Gerais,NA,NA,NA,NA,NA,NA,NA,NA,7.93
1981-01-01,Espírito Santo,NA,NA,NA,NA,NA,NA,NA,NA,17.17
1982-01-01,Espírito Santo,NA,NA,NA,NA,NA,NA,NA,NA,16.68
1983-01-01,Espírito Santo,NA,NA,NA,NA,NA,NA,NA,NA,16.77
1984-01-01,Espírito Santo,NA,NA,NA,NA,NA,NA,NA,NA,18.02
1981-01-01,Rio de Janeiro,NA,NA,NA,NA,NA,NA,NA,NA,21.92
1982-01-01,Rio de Janeiro,NA,NA,NA,NA,NA,NA,NA,NA,18.87
1983-01-01,Rio de Janeiro,NA,NA,NA,NA,NA,NA,NA,NA,15.94
1984-01-01,Rio de Janeiro,NA,NA,NA,NA,NA,NA,NA,NA,20.85
1981-01-01,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,16.42
1982-01-01,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,15.99
1983-01-01,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,21.87
1984-01-01,São Paulo,NA,NA,NA,NA,NA,NA,NA,NA,25.84
1981-01-01,Paraná,NA,NA,NA,NA,NA,NA,NA,NA,12.08
1982-01-01,Paraná,NA,NA,NA,NA,NA,NA,NA,NA,13.85
1983-01-01,Paraná,NA,NA,NA,NA,NA,NA,NA,NA,14.69
1984-01-01,Paraná,NA,NA,NA,NA,NA,NA,NA,NA,13.45
1981-01-01,Santa Catarina,NA,NA,NA,NA,NA,NA,NA,NA,7.33
1982-01-01,Santa Catarina,NA,NA,NA,NA,NA,NA,NA,NA,7.03
1983-01-01,Santa Catarina,NA,NA,NA,NA,NA,NA,NA,NA,8.19
1984-01-01,Santa Catarina,NA,NA,NA,NA,NA,NA,NA,NA,7.45
1981-01-01,Rio Grande do Sul,NA,NA,NA,NA,NA,NA,NA,NA,8.43
1982-01-01,Rio Grande do Sul,NA,NA,NA,NA,NA,NA,NA,NA,8.6
1983-01-01,Rio Grande do Sul,NA,NA,NA,NA,NA,NA,NA,NA,8.15
1984-01-01,Rio Grande do Sul,NA,NA,NA,NA,NA,NA,NA,NA,8.3
1981-01-01,Mato Grosso do Sul,NA,NA,NA,NA,NA,NA,NA,NA,17.98
1982-01-01,Mato Grosso do Sul,NA,NA,NA,NA,NA,NA,NA,NA,18.82
1983-01-01,Mato Grosso do Sul,NA,NA,NA,NA,NA,NA,NA,NA,20.49
1984-01-01,Mato Grosso do Sul,NA,NA,NA,NA,NA,NA,NA,NA,22.4
1981-01-01,Mato Grosso,NA,NA,NA,NA,NA,NA,NA,NA,6.38
1982-01-01,Mato Grosso,NA,NA,NA,NA,NA,NA,NA,NA,5.03
1983-01-01,Mato Grosso,NA,NA,NA,NA,NA,NA,NA,NA,10.4
1984-01-01,Mato Grosso,NA,NA,NA,NA,NA,NA,NA,NA,13.3
1981-01-01,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,18.78
1982-01-01,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,18.38
1983-01-01,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,17.95
1984-01-01,Goiás,NA,NA,NA,NA,NA,NA,NA,NA,16.29
1981-01-01,Distrito Federal,NA,NA,NA,NA,NA,NA,NA,NA,13.89
1982-01-01,Distrito Federal,NA,NA,NA,NA,NA,NA,NA,NA,15.76
1983-01-01,Distrito Federal,NA,NA,NA,NA,NA,NA,NA,NA,14.03
1984-01-01,Distrito Federal,NA,NA,NA,NA,NA,NA,NA,NA,12.41
