anio,region,gini,pib_per_capita,tasa_pobr,pobl_total,tasa_informalidad,idh,ingreso_medio,prom_anio_estudio,tasa_homicidios
2018-10-01,Paraíba,NA,NA,NA,NA,52.7,NA,NA,NA,NA
2019-04-01,Paraíba,NA,NA,NA,NA,53.1,NA,NA,NA,NA
2019-07-01,Paraíba,NA,NA,NA,NA,53.1,NA,NA,NA,NA
2019-10-01,Paraíba,NA,NA,NA,NA,52.2,NA,NA,NA,NA
2020-04-01,Paraíba,NA,NA,NA,NA,47.5,NA,NA,NA,NA
2020-07-01,Paraíba,NA,NA,NA,NA,47.3,NA,NA,NA,NA
2020-10-01,Paraíba,NA,NA,NA,NA,48.8,NA,NA,NA,NA
2021-04-01,Paraíba,NA,NA,NA,NA,53.5,NA,NA,NA,NA
2021-07-01,Paraíba,NA,NA,NA,NA,50.6,NA,NA,NA,NA
2021-10-01,Paraíba,NA,NA,NA,NA,52.5,NA,NA,NA,NA
2022-04-01,Paraíba,NA,NA,NA,NA,52.2,NA,NA,NA,NA
2022-07-01,Paraíba,NA,NA,NA,NA,50.7,NA,NA,NA,NA
2022-10-01,Paraíba,NA,NA,NA,NA,50.9,NA,NA,NA,NA
2023-04-01,Paraíba,NA,NA,NA,NA,49.3,NA,NA,NA,NA
2023-07-01,Paraíba,NA,NA,NA,NA,49.7,NA,NA,NA,NA
2023-10-01,Paraíba,NA,NA,NA,NA,50.8,NA,NA,NA,NA
2024-04-01,Paraíba,NA,NA,NA,NA,50.3,NA,NA,NA,NA
2024-07-01,Paraíba,NA,NA,NA,NA,50.3,NA,NA,NA,NA
2024-10-01,Paraíba,NA,NA,NA,NA,50,NA,NA,NA,NA
2025-01-01,Paraíba,NA,NA,NA,NA,51.1,NA,NA,NA,NA
2025-04-01,Paraíba,NA,NA,NA,NA,50.4,NA,NA,NA,NA
2015-10-01,Pernambuco,NA,NA,NA,NA,46.3,NA,NA,NA,NA
2016-04-01,Pernambuco,NA,NA,NA,NA,47.7,NA,NA,NA,NA
2016-07-01,Pernambuco,NA,NA,NA,NA,47,NA,NA,NA,NA
2016-10-01,Pernambuco,NA,NA,NA,NA,48,NA,NA,NA,NA
2017-04-01,Pernambuco,NA,NA,NA,NA,48.1,NA,NA,NA,NA
2017-07-01,Pernambuco,NA,NA,NA,NA,49.3,NA,NA,NA,NA
2017-10-01,Pernambuco,NA,NA,NA,NA,48.3,NA,NA,NA,NA
2018-04-01,Pernambuco,NA,NA,NA,NA,48.3,NA,NA,NA,NA
2018-07-01,Pernambuco,NA,NA,NA,NA,48.4,NA,NA,NA,NA
2018-10-01,Pernambuco,NA,NA,NA,NA,47.7,NA,NA,NA,NA
2019-04-01,Pernambuco,NA,NA,NA,NA,48.2,NA,NA,NA,NA
2019-07-01,Pernambuco,NA,NA,NA,NA,49.3,NA,NA,NA,NA
2019-10-01,Pernambuco,NA,NA,NA,NA,49.9,NA,NA,NA,NA
2020-04-01,Pernambuco,NA,NA,NA,NA,45.4,NA,NA,NA,NA
2020-07-01,Pernambuco,NA,NA,NA,NA,47.9,NA,NA,NA,NA
2020-10-01,Pernambuco,NA,NA,NA,NA,50.1,NA,NA,NA,NA
2021-04-01,Pernambuco,NA,NA,NA,NA,51.2,NA,NA,NA,NA
2021-07-01,Pernambuco,NA,NA,NA,NA,52.1,NA,NA,NA,NA
2021-10-01,Pernambuco,NA,NA,NA,NA,52.6,NA,NA,NA,NA
2022-04-01,Pernambuco,NA,NA,NA,NA,52.9,NA,NA,NA,NA
2022-07-01,Pernambuco,NA,NA,NA,NA,50.6,NA,NA,NA,NA
2022-10-01,Pernambuco,NA,NA,NA,NA,48.4,NA,NA,NA,NA
2023-04-01,Pernambuco,NA,NA,NA,NA,48.1,NA,NA,NA,NA
2023-07-01,Pernambuco,NA,NA,NA,NA,49.1,NA,NA,NA,NA
2023-10-01,Pernambuco,NA,NA,NA,NA,50.7,NA,NA,NA,NA
2024-04-01,Pernambuco,NA,NA,NA,NA,49.9,NA,NA,NA,NA
2024-07-01,Pernambuco,NA,NA,NA,NA,50,NA,NA,NA,NA
2024-10-01,Pernambuco,NA,NA,NA,NA,48.7,NA,NA,NA,NA
2025-01-01,Pernambuco,NA,NA,NA,NA,47.8,NA,NA,NA,NA
2025-04-01,Pernambuco,NA,NA,NA,NA,47.5,NA,NA,NA,NA
2015-10-01,Alagoas,NA,NA,NA,NA,46.2,NA,NA,NA,NA
2016-04-01,Alagoas,NA,NA,NA,NA,48.6,NA,NA,NA,NA
2016-07-01,Alagoas,NA,NA,NA,NA,47.8,NA,NA,NA,NA
2016-10-01,Alagoas,NA,NA,NA,NA,45.1,NA,NA,NA,NA
2017-04-01,Alagoas,NA,NA,NA,NA,47.7,NA,NA,NA,NA
2017-07-01,Alagoas,NA,NA,NA,NA,48.1,NA,NA,NA,NA
2017-10-01,Alagoas,NA,NA,NA,NA,44.1,NA,NA,NA,NA
2018-04-01,Alagoas,NA,NA,NA,NA,45.1,NA,NA,NA,NA
2018-07-01,Alagoas,NA,NA,NA,NA,46.2,NA,NA,NA,NA
2018-10-01,Alagoas,NA,NA,NA,NA,44,NA,NA,NA,NA
2019-04-01,Alagoas,NA,NA,NA,NA,48.2,NA,NA,NA,NA
2019-07-01,Alagoas,NA,NA,NA,NA,48.1,NA,NA,NA,NA
2019-10-01,Alagoas,NA,NA,NA,NA,46.1,NA,NA,NA,NA
2020-04-01,Alagoas,NA,NA,NA,NA,46.9,NA,NA,NA,NA
2020-07-01,Alagoas,NA,NA,NA,NA,45.4,NA,NA,NA,NA
2020-10-01,Alagoas,NA,NA,NA,NA,44.3,NA,NA,NA,NA
2021-04-01,Alagoas,NA,NA,NA,NA,48.4,NA,NA,NA,NA
2021-07-01,Alagoas,NA,NA,NA,NA,47.9,NA,NA,NA,NA
2021-10-01,Alagoas,NA,NA,NA,NA,47.8,NA,NA,NA,NA
2022-04-01,Alagoas,NA,NA,NA,NA,45.2,NA,NA,NA,NA
2022-07-01,Alagoas,NA,NA,NA,NA,46.9,NA,NA,NA,NA
2022-10-01,Alagoas,NA,NA,NA,NA,44.7,NA,NA,NA,NA
2023-04-01,Alagoas,NA,NA,NA,NA,46.3,NA,NA,NA,NA
2023-07-01,Alagoas,NA,NA,NA,NA,46.3,NA,NA,NA,NA
2023-10-01,Alagoas,NA,NA,NA,NA,46.2,NA,NA,NA,NA
2024-04-01,Alagoas,NA,NA,NA,NA,45.9,NA,NA,NA,NA
2024-07-01,Alagoas,NA,NA,NA,NA,45.1,NA,NA,NA,NA
2024-10-01,Alagoas,NA,NA,NA,NA,45.3,NA,NA,NA,NA
2025-01-01,Alagoas,NA,NA,NA,NA,46.2,NA,NA,NA,NA
2025-04-01,Alagoas,NA,NA,NA,NA,45.2,NA,NA,NA,NA
2015-10-01,Sergipe,NA,NA,NA,NA,50.3,NA,NA,NA,NA
2016-04-01,Sergipe,NA,NA,NA,NA,49.9,NA,NA,NA,NA
2016-07-01,Sergipe,NA,NA,NA,NA,50.1,NA,NA,NA,NA
2016-10-01,Sergipe,NA,NA,NA,NA,51.1,NA,NA,NA,NA
2017-04-01,Sergipe,NA,NA,NA,NA,52.1,NA,NA,NA,NA
2017-07-01,Sergipe,NA,NA,NA,NA,51.8,NA,NA,NA,NA
2017-10-01,Sergipe,NA,NA,NA,NA,54.7,NA,NA,NA,NA
2018-04-01,Sergipe,NA,NA,NA,NA,53.8,NA,NA,NA,NA
2018-07-01,Sergipe,NA,NA,NA,NA,52.8,NA,NA,NA,NA
2018-10-01,Sergipe,NA,NA,NA,NA,53.2,NA,NA,NA,NA
2019-04-01,Sergipe,NA,NA,NA,NA,54.5,NA,NA,NA,NA
2019-07-01,Sergipe,NA,NA,NA,NA,55.5,NA,NA,NA,NA
2019-10-01,Sergipe,NA,NA,NA,NA,53.3,NA,NA,NA,NA
2020-04-01,Sergipe,NA,NA,NA,NA,48.1,NA,NA,NA,NA
2020-07-01,Sergipe,NA,NA,NA,NA,50.9,NA,NA,NA,NA
2020-10-01,Sergipe,NA,NA,NA,NA,53.9,NA,NA,NA,NA
2021-04-01,Sergipe,NA,NA,NA,NA,52.8,NA,NA,NA,NA
2021-07-01,Sergipe,NA,NA,NA,NA,54.8,NA,NA,NA,NA
2021-10-01,Sergipe,NA,NA,NA,NA,53.7,NA,NA,NA,NA
2022-04-01,Sergipe,NA,NA,NA,NA,52,NA,NA,NA,NA
2022-07-01,Sergipe,NA,NA,NA,NA,51.4,NA,NA,NA,NA
2022-10-01,Sergipe,NA,NA,NA,NA,50.8,NA,NA,NA,NA
2023-04-01,Sergipe,NA,NA,NA,NA,51,NA,NA,NA,NA
2023-07-01,Sergipe,NA,NA,NA,NA,52.7,NA,NA,NA,NA
2023-10-01,Sergipe,NA,NA,NA,NA,51.9,NA,NA,NA,NA
2024-04-01,Sergipe,NA,NA,NA,NA,49.2,NA,NA,NA,NA
2024-07-01,Sergipe,NA,NA,NA,NA,50.2,NA,NA,NA,NA
2024-10-01,Sergipe,NA,NA,NA,NA,49.3,NA,NA,NA,NA
2025-01-01,Sergipe,NA,NA,NA,NA,49.7,NA,NA,NA,NA
2025-04-01,Sergipe,NA,NA,NA,NA,49.1,NA,NA,NA,NA
2015-10-01,Bahia,NA,NA,NA,NA,54.2,NA,NA,NA,NA
2016-04-01,Bahia,NA,NA,NA,NA,54.5,NA,NA,NA,NA
2016-07-01,Bahia,NA,NA,NA,NA,54.3,NA,NA,NA,NA
2016-10-01,Bahia,NA,NA,NA,NA,54.7,NA,NA,NA,NA
2017-04-01,Bahia,NA,NA,NA,NA,54.6,NA,NA,NA,NA
2017-07-01,Bahia,NA,NA,NA,NA,54.3,NA,NA,NA,NA
2017-10-01,Bahia,NA,NA,NA,NA,54.5,NA,NA,NA,NA
2018-04-01,Bahia,NA,NA,NA,NA,53.5,NA,NA,NA,NA
2018-07-01,Bahia,NA,NA,NA,NA,54.6,NA,NA,NA,NA
2018-10-01,Bahia,NA,NA,NA,NA,54.7,NA,NA,NA,NA
2019-04-01,Bahia,NA,NA,NA,NA,55.1,NA,NA,NA,NA
2019-07-01,Bahia,NA,NA,NA,NA,54,NA,NA,NA,NA
2019-10-01,Bahia,NA,NA,NA,NA,54.7,NA,NA,NA,NA
2020-04-01,Bahia,NA,NA,NA,NA,47.9,NA,NA,NA,NA
2020-07-01,Bahia,NA,NA,NA,NA,51.1,NA,NA,NA,NA
2020-10-01,Bahia,NA,NA,NA,NA,52.6,NA,NA,NA,NA
2021-04-01,Bahia,NA,NA,NA,NA,55,NA,NA,NA,NA
2021-07-01,Bahia,NA,NA,NA,NA,55.7,NA,NA,NA,NA
2021-10-01,Bahia,NA,NA,NA,NA,55.3,NA,NA,NA,NA
2022-04-01,Bahia,NA,NA,NA,NA,53.1,NA,NA,NA,NA
2022-07-01,Bahia,NA,NA,NA,NA,53.3,NA,NA,NA,NA
2022-10-01,Bahia,NA,NA,NA,NA,52.2,NA,NA,NA,NA
2023-04-01,Bahia,NA,NA,NA,NA,52.7,NA,NA,NA,NA
2023-07-01,Bahia,NA,NA,NA,NA,52.1,NA,NA,NA,NA
2023-10-01,Bahia,NA,NA,NA,NA,52.1,NA,NA,NA,NA
2024-04-01,Bahia,NA,NA,NA,NA,49.4,NA,NA,NA,NA
2024-07-01,Bahia,NA,NA,NA,NA,51.7,NA,NA,NA,NA
2024-10-01,Bahia,NA,NA,NA,NA,51.8,NA,NA,NA,NA
2025-01-01,Bahia,NA,NA,NA,NA,52.5,NA,NA,NA,NA
2025-04-01,Bahia,NA,NA,NA,NA,52.3,NA,NA,NA,NA
2015-10-01,Minas Gerais,NA,NA,NA,NA,37.4,NA,NA,NA,NA
2016-04-01,Minas Gerais,NA,NA,NA,NA,37.6,NA,NA,NA,NA
2016-07-01,Minas Gerais,NA,NA,NA,NA,37.1,NA,NA,NA,NA
2016-10-01,Minas Gerais,NA,NA,NA,NA,38.3,NA,NA,NA,NA
2017-04-01,Minas Gerais,NA,NA,NA,NA,39.7,NA,NA,NA,NA
2017-07-01,Minas Gerais,NA,NA,NA,NA,39.6,NA,NA,NA,NA
2017-10-01,Minas Gerais,NA,NA,NA,NA,39.1,NA,NA,NA,NA
2018-04-01,Minas Gerais,NA,NA,NA,NA,39.4,NA,NA,NA,NA
2018-07-01,Minas Gerais,NA,NA,NA,NA,39.7,NA,NA,NA,NA
2018-10-01,Minas Gerais,NA,NA,NA,NA,39.7,NA,NA,NA,NA
2019-04-01,Minas Gerais,NA,NA,NA,NA,39.7,NA,NA,NA,NA
2019-07-01,Minas Gerais,NA,NA,NA,NA,39.5,NA,NA,NA,NA
2019-10-01,Minas Gerais,NA,NA,NA,NA,39.5,NA,NA,NA,NA
2020-04-01,Minas Gerais,NA,NA,NA,NA,35.3,NA,NA,NA,NA
2020-07-01,Minas Gerais,NA,NA,NA,NA,37.3,NA,NA,NA,NA
2020-10-01,Minas Gerais,NA,NA,NA,NA,38.4,NA,NA,NA,NA
2021-04-01,Minas Gerais,NA,NA,NA,NA,39.5,NA,NA,NA,NA
2021-07-01,Minas Gerais,NA,NA,NA,NA,39.9,NA,NA,NA,NA
2021-10-01,Minas Gerais,NA,NA,NA,NA,39.4,NA,NA,NA,NA
2022-04-01,Minas Gerais,NA,NA,NA,NA,38.7,NA,NA,NA,NA
2022-07-01,Minas Gerais,NA,NA,NA,NA,37.8,NA,NA,NA,NA
2022-10-01,Minas Gerais,NA,NA,NA,NA,36,NA,NA,NA,NA
2023-04-01,Minas Gerais,NA,NA,NA,NA,37,NA,NA,NA,NA
2023-07-01,Minas Gerais,NA,NA,NA,NA,36.7,NA,NA,NA,NA
2023-10-01,Minas Gerais,NA,NA,NA,NA,37.5,NA,NA,NA,NA
2024-04-01,Minas Gerais,NA,NA,NA,NA,36.6,NA,NA,NA,NA
2024-07-01,Minas Gerais,NA,NA,NA,NA,36.5,NA,NA,NA,NA
2024-10-01,Minas Gerais,NA,NA,NA,NA,36.4,NA,NA,NA,NA
2025-01-01,Minas Gerais,NA,NA,NA,NA,35.8,NA,NA,NA,NA
2025-04-01,Minas Gerais,NA,NA,NA,NA,36.5,NA,NA,NA,NA
2015-10-01,Espírito Santo,NA,NA,NA,NA,36.4,NA,NA,NA,NA
2016-04-01,Espírito Santo,NA,NA,NA,NA,37.2,NA,NA,NA,NA
2016-07-01,Espírito Santo,NA,NA,NA,NA,37.4,NA,NA,NA,NA
2016-10-01,Espírito Santo,NA,NA,NA,NA,38,NA,NA,NA,NA
2017-04-01,Espírito Santo,NA,NA,NA,NA,40.4,NA,NA,NA,NA
2017-07-01,Espírito Santo,NA,NA,NA,NA,40.6,NA,NA,NA,NA
2017-10-01,Espírito Santo,NA,NA,NA,NA,40.4,NA,NA,NA,NA
2018-04-01,Espírito Santo,NA,NA,NA,NA,42.1,NA,NA,NA,NA
2018-07-01,Espírito Santo,NA,NA,NA,NA,41.9,NA,NA,NA,NA
2018-10-01,Espírito Santo,NA,NA,NA,NA,41.7,NA,NA,NA,NA
2019-04-01,Espírito Santo,NA,NA,NA,NA,41.5,NA,NA,NA,NA
2019-07-01,Espírito Santo,NA,NA,NA,NA,40.7,NA,NA,NA,NA
2019-10-01,Espírito Santo,NA,NA,NA,NA,40,NA,NA,NA,NA
2020-04-01,Espírito Santo,NA,NA,NA,NA,36.6,NA,NA,NA,NA
2020-07-01,Espírito Santo,NA,NA,NA,NA,38.6,NA,NA,NA,NA
2020-10-01,Espírito Santo,NA,NA,NA,NA,38.6,NA,NA,NA,NA
2021-04-01,Espírito Santo,NA,NA,NA,NA,40.1,NA,NA,NA,NA
2021-07-01,Espírito Santo,NA,NA,NA,NA,39.4,NA,NA,NA,NA
2021-10-01,Espírito Santo,NA,NA,NA,NA,38.2,NA,NA,NA,NA
2022-04-01,Espírito Santo,NA,NA,NA,NA,40.1,NA,NA,NA,NA
2022-07-01,Espírito Santo,NA,NA,NA,NA,38,NA,NA,NA,NA
2022-10-01,Espírito Santo,NA,NA,NA,NA,37.9,NA,NA,NA,NA
2023-04-01,Espírito Santo,NA,NA,NA,NA,38.3,NA,NA,NA,NA
2023-07-01,Espírito Santo,NA,NA,NA,NA,38.7,NA,NA,NA,NA
2023-10-01,Espírito Santo,NA,NA,NA,NA,37.6,NA,NA,NA,NA
2024-04-01,Espírito Santo,NA,NA,NA,NA,39.4,NA,NA,NA,NA
2024-07-01,Espírito Santo,NA,NA,NA,NA,38.1,NA,NA,NA,NA
2024-10-01,Espírito Santo,NA,NA,NA,NA,38.4,NA,NA,NA,NA
2025-01-01,Espírito Santo,NA,NA,NA,NA,37.6,NA,NA,NA,NA
2025-04-01,Espírito Santo,NA,NA,NA,NA,38.2,NA,NA,NA,NA
2015-10-01,Rio de Janeiro,NA,NA,NA,NA,31.3,NA,NA,NA,NA
2016-04-01,Rio de Janeiro,NA,NA,NA,NA,32.6,NA,NA,NA,NA
2016-07-01,Rio de Janeiro,NA,NA,NA,NA,33.6,NA,NA,NA,NA
2016-10-01,Rio de Janeiro,NA,NA,NA,NA,33.8,NA,NA,NA,NA
2017-04-01,Rio de Janeiro,NA,NA,NA,NA,35.1,NA,NA,NA,NA
2017-07-01,Rio de Janeiro,NA,NA,NA,NA,36.9,NA,NA,NA,NA
2017-10-01,Rio de Janeiro,NA,NA,NA,NA,36.4,NA,NA,NA,NA
2018-04-01,Rio de Janeiro,NA,NA,NA,NA,36.7,NA,NA,NA,NA
2018-07-01,Rio de Janeiro,NA,NA,NA,NA,37.7,NA,NA,NA,NA
2018-10-01,Rio de Janeiro,NA,NA,NA,NA,36.5,NA,NA,NA,NA
2019-04-01,Rio de Janeiro,NA,NA,NA,NA,37.2,NA,NA,NA,NA
2019-07-01,Rio de Janeiro,NA,NA,NA,NA,37.1,NA,NA,NA,NA
2019-10-01,Rio de Janeiro,NA,NA,NA,NA,37.9,NA,NA,NA,NA
2020-04-01,Rio de Janeiro,NA,NA,NA,NA,33.2,NA,NA,NA,NA
2020-07-01,Rio de Janeiro,NA,NA,NA,NA,34.5,NA,NA,NA,NA
2020-10-01,Rio de Janeiro,NA,NA,NA,NA,35.2,NA,NA,NA,NA
2021-04-01,Rio de Janeiro,NA,NA,NA,NA,35.8,NA,NA,NA,NA
2021-07-01,Rio de Janeiro,NA,NA,NA,NA,38.3,NA,NA,NA,NA
2021-10-01,Rio de Janeiro,NA,NA,NA,NA,38.4,NA,NA,NA,NA
2022-04-01,Rio de Janeiro,NA,NA,NA,NA,36.5,NA,NA,NA,NA
2022-07-01,Rio de Janeiro,NA,NA,NA,NA,38,NA,NA,NA,NA
2022-10-01,Rio de Janeiro,NA,NA,NA,NA,36.8,NA,NA,NA,NA
2023-04-01,Rio de Janeiro,NA,NA,NA,NA,37.2,NA,NA,NA,NA
2023-07-01,Rio de Janeiro,NA,NA,NA,NA,37.7,NA,NA,NA,NA
2023-10-01,Rio de Janeiro,NA,NA,NA,NA,38,NA,NA,NA,NA
2024-04-01,Rio de Janeiro,NA,NA,NA,NA,37.9,NA,NA,NA,NA
2024-07-01,Rio de Janeiro,NA,NA,NA,NA,37.9,NA,NA,NA,NA
2024-10-01,Rio de Janeiro,NA,NA,NA,NA,38.2,NA,NA,NA,NA
2025-01-01,Rio de Janeiro,NA,NA,NA,NA,37.2,NA,NA,NA,NA
2025-04-01,Rio de Janeiro,NA,NA,NA,NA,37.6,NA,NA,NA,NA
2015-10-01,São Paulo,NA,NA,NA,NA,26.6,NA,NA,NA,NA
2016-04-01,São Paulo,NA,NA,NA,NA,27.2,NA,NA,NA,NA
2016-07-01,São Paulo,NA,NA,NA,NA,26.6,NA,NA,NA,NA
2016-10-01,São Paulo,NA,NA,NA,NA,27.8,NA,NA,NA,NA
2017-04-01,São Paulo,NA,NA,NA,NA,29,NA,NA,NA,NA
2017-07-01,São Paulo,NA,NA,NA,NA,29.9,NA,NA,NA,NA
2017-10-01,São Paulo,NA,NA,NA,NA,30.3,NA,NA,NA,NA
2018-04-01,São Paulo,NA,NA,NA,NA,31.3,NA,NA,NA,NA
2018-07-01,São Paulo,NA,NA,NA,NA,31.2,NA,NA,NA,NA
2018-10-01,São Paulo,NA,NA,NA,NA,31.7,NA,NA,NA,NA
2019-04-01,São Paulo,NA,NA,NA,NA,31.5,NA,NA,NA,NA
2019-07-01,São Paulo,NA,NA,NA,NA,32.6,NA,NA,NA,NA
2019-10-01,São Paulo,NA,NA,NA,NA,31.1,NA,NA,NA,NA
2020-04-01,São Paulo,NA,NA,NA,NA,28.2,NA,NA,NA,NA
2020-07-01,São Paulo,NA,NA,NA,NA,28.8,NA,NA,NA,NA
2020-10-01,São Paulo,NA,NA,NA,NA,29.8,NA,NA,NA,NA
2021-04-01,São Paulo,NA,NA,NA,NA,30.6,NA,NA,NA,NA
2021-07-01,São Paulo,NA,NA,NA,NA,30.6,NA,NA,NA,NA
2021-10-01,São Paulo,NA,NA,NA,NA,31.2,NA,NA,NA,NA
2022-04-01,São Paulo,NA,NA,NA,NA,31.1,NA,NA,NA,NA
2022-07-01,São Paulo,NA,NA,NA,NA,30.6,NA,NA,NA,NA
2022-10-01,São Paulo,NA,NA,NA,NA,30.5,NA,NA,NA,NA
2023-04-01,São Paulo,NA,NA,NA,NA,31.6,NA,NA,NA,NA
2023-07-01,São Paulo,NA,NA,NA,NA,31.3,NA,NA,NA,NA
2023-10-01,São Paulo,NA,NA,NA,NA,31.2,NA,NA,NA,NA
2024-04-01,São Paulo,NA,NA,NA,NA,31.2,NA,NA,NA,NA
2024-07-01,São Paulo,NA,NA,NA,NA,30.6,NA,NA,NA,NA
2024-10-01,São Paulo,NA,NA,NA,NA,30.3,NA,NA,NA,NA
2025-01-01,São Paulo,NA,NA,NA,NA,29.3,NA,NA,NA,NA
2025-04-01,São Paulo,NA,NA,NA,NA,29.2,NA,NA,NA,NA
2015-10-01,Paraná,NA,NA,NA,NA,31.6,NA,NA,NA,NA
2016-04-01,Paraná,NA,NA,NA,NA,31.9,NA,NA,NA,NA
2016-07-01,Paraná,NA,NA,NA,NA,32.3,NA,NA,NA,NA
2016-10-01,Paraná,NA,NA,NA,NA,33,NA,NA,NA,NA
2017-04-01,Paraná,NA,NA,NA,NA,33.9,NA,NA,NA,NA
2017-07-01,Paraná,NA,NA,NA,NA,34.4,NA,NA,NA,NA
2017-10-01,Paraná,NA,NA,NA,NA,35.5,NA,NA,NA,NA
2018-04-01,Paraná,NA,NA,NA,NA,34.5,NA,NA,NA,NA
2018-07-01,Paraná,NA,NA,NA,NA,35.2,NA,NA,NA,NA
2018-10-01,Paraná,NA,NA,NA,NA,34.5,NA,NA,NA,NA
2019-04-01,Paraná,NA,NA,NA,NA,34.1,NA,NA,NA,NA
2019-07-01,Paraná,NA,NA,NA,NA,33.4,NA,NA,NA,NA
2019-10-01,Paraná,NA,NA,NA,NA,32.9,NA,NA,NA,NA
2020-04-01,Paraná,NA,NA,NA,NA,30,NA,NA,NA,NA
2020-07-01,Paraná,NA,NA,NA,NA,29.4,NA,NA,NA,NA
2020-10-01,Paraná,NA,NA,NA,NA,29.3,NA,NA,NA,NA
2021-04-01,Paraná,NA,NA,NA,NA,32.6,NA,NA,NA,NA
2021-07-01,Paraná,NA,NA,NA,NA,33.9,NA,NA,NA,NA
2021-10-01,Paraná,NA,NA,NA,NA,33.5,NA,NA,NA,NA
2022-04-01,Paraná,NA,NA,NA,NA,32.2,NA,NA,NA,NA
2022-07-01,Paraná,NA,NA,NA,NA,32.2,NA,NA,NA,NA
2022-10-01,Paraná,NA,NA,NA,NA,31,NA,NA,NA,NA
2023-04-01,Paraná,NA,NA,NA,NA,31.9,NA,NA,NA,NA
2023-07-01,Paraná,NA,NA,NA,NA,32.1,NA,NA,NA,NA
2023-10-01,Paraná,NA,NA,NA,NA,31.5,NA,NA,NA,NA
2024-04-01,Paraná,NA,NA,NA,NA,32,NA,NA,NA,NA
2024-07-01,Paraná,NA,NA,NA,NA,31.4,NA,NA,NA,NA
2024-10-01,Paraná,NA,NA,NA,NA,32.3,NA,NA,NA,NA
2025-01-01,Paraná,NA,NA,NA,NA,31.7,NA,NA,NA,NA
2025-04-01,Paraná,NA,NA,NA,NA,31.9,NA,NA,NA,NA
2015-10-01,Santa Catarina,NA,NA,NA,NA,26.2,NA,NA,NA,NA
2016-04-01,Santa Catarina,NA,NA,NA,NA,27,NA,NA,NA,NA
2016-07-01,Santa Catarina,NA,NA,NA,NA,26.9,NA,NA,NA,NA
2016-10-01,Santa Catarina,NA,NA,NA,NA,26.9,NA,NA,NA,NA
2017-04-01,Santa Catarina,NA,NA,NA,NA,27,NA,NA,NA,NA
2017-07-01,Santa Catarina,NA,NA,NA,NA,27.5,NA,NA,NA,NA
2017-10-01,Santa Catarina,NA,NA,NA,NA,28,NA,NA,NA,NA
2018-04-01,Santa Catarina,NA,NA,NA,NA,26.8,NA,NA,NA,NA
2018-07-01,Santa Catarina,NA,NA,NA,NA,27.1,NA,NA,NA,NA
2018-10-01,Santa Catarina,NA,NA,NA,NA,27.4,NA,NA,NA,NA
2019-04-01,Santa Catarina,NA,NA,NA,NA,27,NA,NA,NA,NA
2019-07-01,Santa Catarina,NA,NA,NA,NA,26.2,NA,NA,NA,NA
2019-10-01,Santa Catarina,NA,NA,NA,NA,26.8,NA,NA,NA,NA
2020-04-01,Santa Catarina,NA,NA,NA,NA,25,NA,NA,NA,NA
2020-07-01,Santa Catarina,NA,NA,NA,NA,26.2,NA,NA,NA,NA
2020-10-01,Santa Catarina,NA,NA,NA,NA,27.1,NA,NA,NA,NA
2021-04-01,Santa Catarina,NA,NA,NA,NA,25.8,NA,NA,NA,NA
2021-07-01,Santa Catarina,NA,NA,NA,NA,26.6,NA,NA,NA,NA
2021-10-01,Santa Catarina,NA,NA,NA,NA,27.3,NA,NA,NA,NA
2022-04-01,Santa Catarina,NA,NA,NA,NA,27.2,NA,NA,NA,NA
2022-07-01,Santa Catarina,NA,NA,NA,NA,25.9,NA,NA,NA,NA
2022-10-01,Santa Catarina,NA,NA,NA,NA,25.9,NA,NA,NA,NA
2023-04-01,Santa Catarina,NA,NA,NA,NA,26.6,NA,NA,NA,NA
2023-07-01,Santa Catarina,NA,NA,NA,NA,26.8,NA,NA,NA,NA
2023-10-01,Santa Catarina,NA,NA,NA,NA,27.6,NA,NA,NA,NA
2024-04-01,Santa Catarina,NA,NA,NA,NA,27.1,NA,NA,NA,NA
2024-07-01,Santa Catarina,NA,NA,NA,NA,26.8,NA,NA,NA,NA
2024-10-01,Santa Catarina,NA,NA,NA,NA,25.6,NA,NA,NA,NA
2025-01-01,Santa Catarina,NA,NA,NA,NA,25.3,NA,NA,NA,NA
2025-04-01,Santa Catarina,NA,NA,NA,NA,24.7,NA,NA,NA,NA
2015-10-01,Rio Grande do Sul,NA,NA,NA,NA,31.5,NA,NA,NA,NA
2016-04-01,Rio Grande do Sul,NA,NA,NA,NA,31.9,NA,NA,NA,NA
2016-07-01,Rio Grande do Sul,NA,NA,NA,NA,32.2,NA,NA,NA,NA
2016-10-01,Rio Grande do Sul,NA,NA,NA,NA,32.8,NA,NA,NA,NA
2017-04-01,Rio Grande do Sul,NA,NA,NA,NA,33.8,NA,NA,NA,NA
2017-07-01,Rio Grande do Sul,NA,NA,NA,NA,34.1,NA,NA,NA,NA
2017-10-01,Rio Grande do Sul,NA,NA,NA,NA,33.4,NA,NA,NA,NA
2018-04-01,Rio Grande do Sul,NA,NA,NA,NA,33.4,NA,NA,NA,NA
2018-07-01,Rio Grande do Sul,NA,NA,NA,NA,33.5,NA,NA,NA,NA
2018-10-01,Rio Grande do Sul,NA,NA,NA,NA,34.2,NA,NA,NA,NA
2019-04-01,Rio Grande do Sul,NA,NA,NA,NA,33.1,NA,NA,NA,NA
2019-07-01,Rio Grande do Sul,NA,NA,NA,NA,33.3,NA,NA,NA,NA
